"lsoa11cd","date","lsoa11nm","Rural Urban","NS-SeC: All categories: NS-SeC of household reference person; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: 8. Never worked and long-term unemployed; measures: Value","NS-SeC: L14.1 Never worked; measures: Value","NS-SeC: L14.2 Long-term unemployed; measures: Value","NS-SeC: Not classified; measures: Value","NS-SeC: L15 Full-time students; measures: Value","NS-SeC: L17 Not classifiable for other reasons; measures: Value"
"E01006598",2011,"Liverpool 010A","Total",1129,24,13,0,13,11,7,4,0,0,120,68,62,3,3,0,30,22,135,74,43,9,9,86,11,11,0,75,75,0,80,62,18,16,2,265,60,127,4,59,0,7,8,220,39,44,35,101,1,169,99,70,30,30,0
"E01006599",2011,"Liverpool 010B","Total",1004,9,4,0,4,5,5,0,0,0,111,58,58,0,0,0,31,22,102,41,33,17,11,77,24,24,0,53,53,0,71,50,21,17,4,201,80,80,19,12,0,10,0,222,44,12,61,104,1,195,98,97,16,16,0
"E01006600",2011,"Liverpool 011A","Total",1139,23,9,0,9,14,12,0,2,0,164,97,90,4,3,0,40,27,137,84,30,17,6,124,29,29,0,95,95,0,73,47,26,20,6,261,65,115,16,41,0,7,17,212,24,16,74,96,2,134,95,39,11,11,0
"E01006603",2011,"Liverpool 011B","Total",1104,38,4,0,4,34,22,12,0,0,161,99,81,12,6,0,36,26,105,52,32,19,2,116,22,22,0,94,94,0,107,59,48,48,0,272,92,124,4,34,0,14,4,196,12,30,69,85,0,102,67,35,7,4,3
"E01006604",2011,"Liverpool 016A","Total",1127,45,10,0,10,35,23,8,4,0,144,88,83,3,2,0,33,23,164,104,37,21,2,134,36,36,0,98,98,0,85,40,45,34,11,270,58,131,19,45,0,16,1,185,17,10,52,106,0,93,47,46,7,7,0
"E01006605",2011,"Liverpool 016B","Total",1256,79,34,0,34,45,29,12,4,0,168,101,88,3,10,0,39,28,153,119,28,5,1,156,39,39,0,117,117,0,109,46,63,54,9,237,70,103,7,37,4,2,14,218,38,28,57,95,0,117,60,57,19,19,0
"E01006606",2011,"Liverpool 020A","Total",1264,74,19,0,19,55,36,17,2,0,200,102,85,15,2,0,51,47,185,120,48,11,6,133,16,16,0,117,114,3,120,51,69,58,11,205,56,68,10,50,0,19,2,201,22,20,64,95,0,131,85,46,15,15,0
"E01006607",2011,"Liverpool 008A","Total",1275,34,10,0,10,24,13,11,0,0,150,89,72,12,5,0,53,8,162,88,56,14,4,103,23,23,0,80,80,0,110,73,37,34,3,293,72,127,13,52,0,25,4,246,24,30,90,101,1,156,92,64,21,21,0
"E01006608",2011,"Liverpool 009A","Total",1050,47,17,0,17,30,12,18,0,0,201,134,117,16,1,0,46,21,138,89,37,9,3,131,20,20,0,111,111,0,81,56,25,20,5,184,41,81,19,37,0,5,1,170,20,2,81,59,8,83,40,43,15,15,0
"E01006609",2011,"Liverpool 009B","Total",1096,49,18,0,18,31,17,14,0,0,186,99,95,1,3,0,57,30,155,98,45,12,0,89,22,22,0,67,67,0,130,48,82,73,9,169,29,65,21,44,0,10,0,179,19,14,72,74,0,123,76,47,16,16,0
"E01006610",2011,"Liverpool 009C","Total",1160,42,27,0,27,15,9,6,0,0,132,94,82,8,4,0,19,19,180,96,47,20,17,68,12,12,0,56,56,0,115,73,42,35,7,245,62,122,22,22,0,12,5,196,41,17,58,80,0,158,111,47,24,24,0
"E01006611",2011,"Liverpool 012A","Total",1126,33,9,0,9,24,9,13,2,0,122,82,62,13,7,0,29,11,156,94,34,28,0,55,2,2,0,53,53,0,89,63,26,19,7,206,57,105,14,18,2,8,2,251,48,17,70,114,2,181,119,62,33,33,0
"E01006612",2011,"Liverpool 008B","Total",1227,51,18,0,18,33,9,22,2,0,156,85,78,5,2,0,46,25,162,106,36,19,1,92,16,16,0,76,76,0,94,50,44,29,15,254,72,87,39,30,0,16,10,234,18,21,81,113,1,160,96,64,24,24,0
"E01006613",2011,"Liverpool 009D","Total",1079,30,17,0,17,13,6,3,4,0,170,97,85,2,7,3,38,35,158,87,46,9,16,119,10,10,0,109,105,4,68,32,36,30,6,235,68,93,19,42,0,8,5,175,17,28,50,80,0,102,66,36,22,22,0
"E01006614",2011,"Liverpool 012B","Total",1134,25,10,0,10,15,10,4,0,1,175,91,79,4,6,2,40,44,142,79,38,13,12,87,21,21,0,66,66,0,80,34,46,37,9,284,88,122,23,36,2,7,6,181,27,12,32,110,0,128,79,49,32,32,0
"E01006615",2011,"Liverpool 012C","Total",1139,14,3,0,3,11,11,0,0,0,147,74,66,4,4,0,38,35,139,67,57,14,1,85,21,21,0,64,64,0,89,63,26,25,1,265,72,114,18,40,4,12,5,244,43,15,55,128,3,131,92,39,25,25,0
"E01006616",2011,"Liverpool 015D","Total",1186,48,25,0,25,23,9,12,2,0,183,118,100,16,2,0,44,21,152,80,36,32,4,157,27,27,0,130,130,0,127,50,77,63,14,244,66,105,17,35,0,15,6,219,15,11,65,124,4,53,33,20,3,3,0
"E01006617",2011,"Liverpool 021A","Total",1186,192,49,0,49,143,80,37,26,0,363,237,195,17,24,1,90,36,154,90,46,18,0,148,33,33,0,115,113,2,69,40,29,29,0,105,19,39,10,16,0,12,9,110,22,0,23,65,0,30,18,12,15,15,0
"E01006618",2011,"Liverpool 016C","Total",1261,80,30,0,30,50,15,30,5,0,233,93,93,0,0,0,98,42,185,98,58,19,10,109,18,18,0,91,91,0,136,75,61,54,7,252,64,117,11,40,0,15,5,189,20,16,54,93,6,59,49,10,18,18,0
"E01006619",2011,"Liverpool 021B","Total",1295,107,15,0,15,92,40,46,3,3,334,244,204,23,13,4,44,46,195,142,30,13,10,186,45,45,0,141,140,1,87,41,46,45,1,152,30,65,12,30,0,11,4,163,17,15,74,56,1,37,23,14,34,34,0
"E01006620",2011,"Liverpool 021C","Total",1069,132,47,0,47,85,35,41,5,4,269,193,163,15,8,7,38,38,151,67,52,15,17,172,43,43,0,129,129,0,70,29,41,40,1,137,34,44,5,30,0,12,12,101,8,12,48,33,0,30,15,15,7,7,0
"E01006621",2011,"Liverpool 021D","Total",1182,201,42,0,42,159,86,36,33,4,376,198,144,20,32,2,128,50,82,54,24,4,0,249,106,106,0,143,143,0,68,34,34,31,3,91,20,43,9,17,0,1,1,60,5,3,37,15,0,18,10,8,37,37,0
"E01006622",2011,"Liverpool 021E","Total",1221,163,54,0,54,109,52,40,17,0,385,229,176,32,17,4,95,61,161,78,66,10,7,146,45,45,0,101,97,4,119,47,72,59,13,108,3,42,4,33,0,14,12,114,9,1,60,44,0,18,10,8,7,7,0
"E01006623",2011,"Liverpool 013A","Total",1228,206,62,0,62,144,77,52,10,5,293,160,130,12,12,6,88,45,155,94,51,8,2,230,96,96,0,134,132,2,124,37,87,74,13,87,18,35,8,18,0,8,0,97,4,5,68,20,0,22,15,7,14,14,0
"E01006624",2011,"Liverpool 013B","Total",1288,74,23,0,23,51,19,23,8,1,285,170,152,10,8,0,60,55,129,76,42,2,9,169,62,62,0,107,107,0,96,41,55,47,8,232,60,96,23,25,0,25,3,159,28,3,51,77,0,116,70,46,28,28,0
"E01006625",2011,"Liverpool 016D","Total",1113,115,41,0,41,74,36,26,8,4,312,180,141,28,11,0,82,50,129,85,24,11,9,159,28,28,0,131,131,0,74,35,39,38,1,144,46,44,12,30,0,12,0,134,9,7,73,45,0,39,22,17,7,7,0
"E01006626",2011,"Liverpool 016E","Total",1169,113,43,0,43,70,43,23,4,0,297,202,139,49,12,2,66,29,178,109,50,14,5,130,35,35,0,95,91,4,131,41,90,85,5,171,27,62,18,20,0,39,5,108,14,12,43,39,0,29,8,21,12,12,0
"E01006627",2011,"Liverpool 013C","Total",1140,124,12,0,12,112,42,52,10,8,316,194,167,9,18,0,70,52,160,102,39,13,6,95,16,16,0,79,79,0,101,44,57,52,5,187,58,76,9,28,0,14,2,117,7,14,49,45,2,31,22,9,9,9,0
"E01006628",2011,"Liverpool 052D","Total",1315,259,30,0,30,229,154,45,26,4,370,289,247,15,27,0,60,21,134,69,49,16,0,157,64,64,0,93,93,0,75,26,49,44,5,144,32,77,14,9,0,9,3,69,21,5,25,18,0,63,44,19,44,44,0
"E01006629",2011,"Liverpool 052E","Total",1016,120,22,0,22,98,61,21,13,3,278,199,173,14,12,0,54,25,109,74,27,8,0,91,23,23,0,68,68,0,80,43,37,35,2,181,43,70,19,27,0,13,9,88,0,2,33,53,0,44,35,9,25,25,0
"E01006630",2011,"Liverpool 044B","Total",1195,46,9,6,3,37,24,13,0,0,142,81,72,4,5,0,35,26,79,44,23,11,1,83,27,27,0,56,56,0,82,47,35,32,3,286,82,141,10,20,0,22,11,229,33,17,43,136,0,228,161,67,20,20,0
"E01006632",2011,"Liverpool 044C","Total",1597,78,24,0,24,54,19,31,4,0,222,141,119,18,4,0,58,23,172,77,73,21,1,129,29,29,0,100,100,0,152,95,57,52,5,283,74,138,12,37,0,22,0,291,63,17,40,167,4,223,156,67,47,47,0
"E01006633",2011,"Liverpool 050B","Total",1172,24,6,0,6,18,12,6,0,0,123,67,64,1,2,0,37,19,140,101,36,3,0,54,12,12,0,42,42,0,97,60,37,36,1,262,93,116,10,35,0,2,6,246,43,42,36,122,3,205,153,52,21,21,0
"E01006637",2011,"Liverpool 017A","Total",1443,38,7,0,7,31,13,13,4,1,250,160,154,5,0,1,63,27,109,48,43,18,0,85,20,20,0,65,65,0,94,55,39,35,4,340,89,195,19,29,0,4,4,245,21,13,68,143,0,228,152,76,54,54,0
"E01006638",2011,"Liverpool 017B","Total",1061,14,7,0,7,7,4,3,0,0,109,56,50,2,4,0,45,8,138,72,43,12,11,63,2,2,0,61,61,0,99,51,48,43,5,237,63,123,11,25,0,15,0,224,25,24,46,129,0,145,100,45,32,32,0
"E01006639",2011,"Liverpool 017C","Total",1320,96,17,0,17,79,54,22,2,1,274,191,166,25,0,0,60,23,179,92,52,20,15,197,55,55,0,142,141,1,69,36,33,23,10,226,54,92,22,47,0,10,1,165,20,5,86,53,1,100,74,26,14,14,0
"E01006640",2011,"Liverpool 021F","Total",1588,217,47,0,47,170,74,72,20,4,444,247,179,59,7,2,153,44,219,118,70,18,13,212,54,54,0,158,158,0,101,52,49,48,1,168,50,72,15,23,0,4,4,152,15,12,73,52,0,65,48,17,10,10,0
"E01006641",2011,"Liverpool 025C","Total",1584,130,45,0,45,85,43,35,4,3,475,374,349,11,11,3,58,43,181,117,49,8,7,182,53,53,0,129,129,0,118,63,55,45,10,283,72,132,16,31,0,18,14,148,19,6,76,46,1,45,24,21,22,22,0
"E01006642",2011,"Liverpool 025D","Total",1096,21,12,0,12,9,8,1,0,0,125,70,56,1,13,0,39,16,91,42,38,11,0,88,23,23,0,65,64,1,80,54,26,24,2,298,82,127,15,38,0,33,3,179,19,21,46,93,0,198,111,87,16,16,0
"E01006643",2011,"Liverpool 025E","Total",1638,72,6,0,6,66,51,14,0,1,199,114,103,5,2,4,52,33,190,89,54,30,17,144,22,22,0,122,122,0,160,110,50,48,2,273,82,101,30,43,0,13,4,352,64,38,100,149,1,191,146,45,57,57,0
"E01006644",2011,"Liverpool 017D","Total",1771,139,41,0,41,98,51,35,12,0,303,192,164,27,0,1,64,47,258,109,90,45,14,145,25,25,0,120,120,0,144,70,74,66,8,312,74,166,25,33,0,12,2,278,47,12,101,118,0,172,124,48,20,20,0
"E01006645",2011,"Liverpool 017E","Total",1120,33,10,0,10,23,20,2,0,1,140,86,65,13,7,1,23,31,122,61,39,16,6,53,14,14,0,39,39,0,75,44,31,27,4,221,72,86,15,34,0,7,7,232,33,20,63,112,4,220,160,60,24,24,0
"E01006646",2011,"Liverpool 023C","Total",1667,157,14,0,14,143,110,25,6,2,254,148,125,13,4,6,63,43,136,75,51,5,5,87,34,33,1,53,53,0,115,68,47,41,6,234,75,107,6,27,0,10,9,324,42,27,71,182,2,219,154,65,141,141,0
"E01006647",2011,"Liverpool 024C","Total",1210,35,4,0,4,31,26,3,0,2,87,51,44,1,6,0,21,15,137,71,45,21,0,65,14,14,0,51,51,0,100,64,36,36,0,195,20,104,14,19,4,21,13,310,32,42,54,182,0,247,190,57,34,34,0
"E01006648",2011,"Liverpool 023D","Total",1904,163,8,0,8,155,94,39,16,6,313,190,171,10,6,3,91,32,195,89,95,5,6,74,17,17,0,57,57,0,116,88,28,17,11,289,50,149,16,45,0,20,9,375,40,37,69,226,3,216,172,44,163,163,0
"E01006651",2011,"Liverpool 001A","Total",1550,161,53,0,53,108,49,43,11,5,449,267,235,15,17,0,135,47,210,137,39,15,19,193,49,49,0,144,144,0,160,74,86,80,6,190,39,66,19,38,0,16,12,147,4,8,104,29,2,18,13,5,22,22,0
"E01006652",2011,"Liverpool 002A","Total",1296,137,26,0,26,111,46,59,6,0,279,183,150,19,12,2,51,45,216,143,34,30,9,124,14,14,0,110,110,0,74,36,38,26,12,209,45,70,35,39,0,17,3,180,30,24,76,46,4,54,31,23,23,23,0
"E01006653",2011,"Liverpool 001B","Total",1287,61,18,0,18,43,31,12,0,0,271,146,117,15,14,0,87,38,177,93,63,16,5,123,33,33,0,90,90,0,101,66,35,34,1,180,29,70,11,50,2,7,11,231,47,18,72,90,4,123,86,37,20,20,0
"E01006654",2011,"Liverpool 005A","Total",1259,95,36,0,36,59,21,33,2,3,267,162,145,12,4,1,69,36,189,89,70,10,20,141,40,40,0,101,101,0,123,43,80,77,3,226,48,88,17,58,0,15,0,154,9,7,89,49,0,46,21,25,18,18,0
"E01006655",2011,"Liverpool 001C","Total",1473,148,40,0,40,108,76,25,7,0,309,209,194,11,4,0,60,40,145,81,39,25,0,160,33,33,0,127,127,0,145,76,69,66,3,262,59,120,30,40,0,11,2,204,10,18,86,90,0,88,56,32,12,12,0
"E01006656",2011,"Liverpool 002B","Total",1290,98,30,0,30,68,31,37,0,0,308,142,115,19,8,0,84,82,227,134,71,18,4,117,19,19,0,98,98,0,136,75,61,45,16,204,49,106,7,25,0,11,6,128,24,8,46,48,2,52,21,31,20,20,0
"E01006657",2011,"Liverpool 002C","Total",1037,49,24,0,24,25,12,11,2,0,207,108,87,13,8,0,58,41,193,100,42,41,10,95,32,32,0,63,63,0,96,58,38,36,2,210,58,78,28,31,0,9,6,90,11,7,42,30,0,86,51,35,11,11,0
"E01006658",2011,"Liverpool 001D","Total",1071,34,17,0,17,17,8,9,0,0,109,65,60,3,2,0,29,15,126,51,54,19,2,76,16,16,0,60,60,0,92,50,42,37,5,291,53,158,15,49,2,11,3,182,26,21,30,104,1,138,95,43,23,20,3
"E01006659",2011,"Liverpool 005B","Total",912,61,15,0,15,46,38,3,5,0,121,79,64,8,7,0,20,22,110,67,31,11,1,60,11,11,0,49,49,0,86,60,26,20,6,172,27,65,25,30,6,12,7,177,25,25,39,88,0,86,53,33,39,38,1
"E01006660",2011,"Liverpool 001E","Total",1181,47,7,0,7,40,12,19,9,0,223,158,147,7,0,4,47,18,162,85,32,27,18,140,29,29,0,111,111,0,115,70,45,41,4,241,39,123,10,48,0,11,10,173,25,15,58,75,0,71,42,29,9,9,0
"E01006661",2011,"Liverpool 004A","Total",1349,40,3,0,3,37,36,0,1,0,161,98,95,0,0,3,37,26,185,90,60,28,7,103,15,15,0,88,88,0,99,64,35,33,2,307,95,109,23,69,0,11,0,243,20,41,58,124,0,200,154,46,11,11,0
"E01006662",2011,"Liverpool 004B","Total",1324,59,13,0,13,46,20,14,7,5,207,129,124,3,2,0,59,19,189,101,65,23,0,115,10,10,0,105,105,0,118,55,63,57,6,230,32,119,21,32,0,11,15,253,28,21,63,139,2,132,76,56,21,21,0
"E01006663",2011,"Liverpool 004C","Total",1013,62,15,0,15,47,41,5,1,0,160,98,80,16,2,0,41,21,169,91,47,17,14,77,19,19,0,58,58,0,73,17,56,49,7,220,44,68,33,48,0,16,11,168,9,22,58,75,4,81,56,25,3,3,0
"E01006664",2011,"Liverpool 004D","Total",1537,101,29,0,29,72,40,28,3,1,192,125,105,7,13,0,42,25,150,79,44,15,12,134,27,27,0,107,107,0,119,62,57,51,6,336,54,164,42,62,0,14,0,278,32,47,84,110,5,221,118,103,6,6,0
"E01006665",2011,"Liverpool 007A","Total",1431,113,15,0,15,98,54,37,7,0,383,222,190,17,11,4,112,49,250,123,80,22,25,188,68,68,0,120,117,3,109,55,54,45,9,196,52,82,9,41,0,7,5,138,16,8,76,38,0,42,26,16,12,12,0
"E01006666",2011,"Liverpool 007B","Total",1405,220,83,0,83,137,68,56,13,0,410,254,214,15,19,6,100,56,229,106,89,18,16,165,58,58,0,107,107,0,140,55,85,70,15,134,37,43,18,14,2,20,0,83,11,0,52,20,0,18,10,8,6,6,0
"E01006667",2011,"Liverpool 007C","Total",1199,99,34,0,34,65,33,30,2,0,232,149,132,9,2,6,60,23,133,80,29,21,3,160,30,30,0,130,130,0,128,66,62,53,9,201,63,92,6,24,0,8,8,161,25,5,63,67,1,78,58,20,7,7,0
"E01006668",2011,"Liverpool 007D","Total",1422,159,28,0,28,131,77,47,7,0,376,215,192,8,11,4,104,57,235,138,48,15,34,222,74,74,0,148,148,0,94,40,54,42,12,157,50,58,6,32,0,9,2,135,21,11,56,47,0,18,9,9,26,26,0
"E01006669",2011,"Liverpool 004E","Total",1368,182,33,0,33,149,77,44,22,6,285,159,122,27,6,4,79,47,188,99,71,12,6,221,75,75,0,146,146,0,103,42,61,57,4,157,40,65,4,36,0,12,0,151,5,18,84,44,0,50,33,17,31,31,0
"E01006670",2011,"Liverpool 007E","Total",1348,223,61,0,61,162,87,56,17,2,351,202,166,24,12,0,95,54,166,76,67,14,9,164,46,46,0,118,117,1,116,55,61,54,7,150,48,41,11,25,4,14,7,102,1,7,66,28,0,66,31,35,10,10,0
"E01006671",2011,"Liverpool 013D","Total",1161,135,37,0,37,98,63,24,3,8,323,185,163,13,9,0,94,44,87,34,34,7,12,197,103,103,0,94,94,0,62,30,32,27,5,115,32,48,18,12,0,4,1,160,18,12,77,53,0,60,30,30,22,22,0
"E01006672",2011,"Liverpool 010E","Total",1729,83,24,0,24,59,28,31,0,0,235,129,105,15,1,8,56,50,216,126,45,40,5,137,49,49,0,88,88,0,164,89,75,74,1,330,69,150,20,54,0,29,8,319,48,46,90,135,0,215,131,84,30,30,0
"E01006673",2011,"Liverpool 037D","Total",1741,105,12,0,12,93,47,30,12,4,275,194,139,22,29,4,51,30,115,62,35,16,2,114,45,45,0,69,69,0,118,57,61,57,4,284,88,152,6,20,0,12,6,194,29,20,15,130,0,357,250,107,179,179,0
"E01006674",2011,"Liverpool 039C","Total",1669,91,15,0,15,76,49,11,7,9,151,118,107,8,2,1,25,8,109,69,27,12,1,185,52,52,0,133,130,3,73,27,46,45,1,276,77,161,12,12,1,8,5,202,25,11,40,126,0,506,417,89,76,76,0
"E01006675",2011,"Liverpool 043C","Total",1576,241,35,0,35,206,150,32,20,4,379,300,220,22,52,6,62,17,141,71,50,18,2,130,36,36,0,94,92,2,121,54,67,62,5,186,56,93,9,6,0,17,5,90,16,15,11,47,1,161,107,54,127,127,0
"E01006676",2011,"Liverpool 044D","Total",1571,83,8,0,8,75,48,19,8,0,188,127,113,4,10,0,38,23,104,50,38,16,0,162,54,54,0,108,108,0,96,46,50,48,2,273,51,170,7,21,0,12,12,232,31,18,53,129,1,327,253,74,106,101,5
"E01006677",2011,"Liverpool 043D","Total",884,23,0,0,0,23,15,7,1,0,79,48,33,4,11,0,21,10,52,30,17,5,0,91,34,34,0,57,57,0,57,21,36,31,5,185,42,100,4,18,0,17,4,173,43,20,31,79,0,164,133,31,60,60,0
"E01006678",2011,"Liverpool 044E","Total",1827,95,16,0,16,79,59,17,3,0,269,210,175,5,24,6,45,14,170,92,36,34,8,157,31,31,0,126,126,0,137,70,67,57,10,302,88,128,16,37,0,19,14,285,45,31,50,159,0,304,220,84,108,108,0
"E01006679",2011,"Liverpool 039D","Total",1949,78,7,0,7,71,33,20,14,4,239,199,150,4,43,2,23,17,135,84,33,18,0,193,34,34,0,159,159,0,106,62,44,41,3,271,58,137,24,37,0,10,5,159,27,15,16,98,3,543,452,91,225,221,4
"E01006680",2011,"Liverpool 053B","Total",1282,272,44,0,44,228,141,54,33,0,350,214,170,25,15,4,87,49,172,117,46,4,5,144,45,45,0,99,99,0,140,48,92,83,9,130,46,49,3,12,0,7,13,53,8,0,21,24,0,14,7,7,7,7,0
"E01006681",2011,"Liverpool 054D","Total",1289,169,29,0,29,140,82,44,14,0,324,186,155,14,13,4,82,56,194,111,69,5,9,138,34,34,0,104,104,0,109,42,67,51,16,164,40,77,19,14,0,12,2,99,19,7,30,43,0,75,39,36,17,17,0
"E01006682",2011,"Liverpool 053C","Total",1067,293,72,4,68,221,116,78,27,0,360,264,200,42,22,0,54,42,129,74,41,11,3,105,20,20,0,85,85,0,56,22,34,30,4,63,8,25,0,22,0,8,0,51,14,4,21,12,0,7,7,0,3,3,0
"E01006683",2011,"Liverpool 053D","Total",1229,294,78,0,78,216,119,73,21,3,367,269,235,17,13,4,50,48,145,63,51,22,9,128,41,41,0,87,87,0,99,44,55,41,14,97,12,41,7,18,0,10,9,71,3,0,39,29,0,12,4,8,16,16,0
"E01006684",2011,"Liverpool 056B","Total",1796,489,98,0,98,391,239,98,53,1,531,377,274,58,45,0,87,67,252,152,90,10,0,149,56,56,0,93,93,0,103,60,43,42,1,156,17,70,21,29,0,16,3,59,8,2,26,23,0,33,10,23,24,24,0
"E01006685",2011,"Liverpool 056C","Total",1160,262,53,0,53,209,120,50,39,0,334,225,176,26,14,9,62,47,118,61,32,10,15,145,47,47,0,98,98,0,59,42,17,13,4,74,22,27,1,11,0,10,3,76,10,6,43,17,0,29,16,13,63,63,0
"E01006686",2011,"Liverpool 053E","Total",1157,152,27,0,27,125,77,42,6,0,359,233,206,13,13,1,59,67,179,107,45,11,16,100,29,29,0,71,71,0,124,61,63,58,5,132,33,48,3,18,0,23,7,69,9,0,36,19,5,11,9,2,31,31,0
"E01006687",2011,"Liverpool 056D","Total",1561,522,73,0,73,449,233,59,147,10,473,331,263,28,36,4,91,51,98,59,21,10,8,146,54,54,0,92,92,0,87,47,40,39,1,95,11,47,5,23,0,6,3,74,8,10,34,22,0,51,25,26,15,15,0
"E01006688",2011,"Liverpool 056E","Total",1261,214,44,0,44,170,105,40,19,6,361,267,197,38,31,1,43,51,152,78,51,12,11,110,30,30,0,80,80,0,83,49,34,29,5,168,51,57,18,25,0,7,10,104,14,5,46,39,0,47,23,24,22,22,0
"E01006689",2011,"Liverpool 049D","Total",1363,255,55,0,55,200,127,44,28,1,440,331,281,28,17,5,64,45,184,112,33,22,17,138,32,32,0,106,106,0,97,41,56,45,11,127,35,44,6,25,0,9,8,71,10,9,32,20,0,33,21,12,18,18,0
"E01006690",2011,"Liverpool 028A","Total",1312,69,13,0,13,56,39,7,10,0,202,138,124,1,13,0,45,19,129,69,40,14,6,87,12,12,0,75,75,0,90,51,39,36,3,239,53,114,25,35,0,12,0,193,26,15,41,110,1,189,128,61,114,114,0
"E01006691",2011,"Liverpool 030A","Total",1343,36,6,0,6,30,21,4,5,0,161,100,94,2,4,0,52,9,103,52,31,17,3,109,24,24,0,85,85,0,106,42,64,64,0,264,40,142,26,35,0,19,2,213,19,25,28,139,2,221,171,50,130,130,0
"E01006692",2011,"Liverpool 028B","Total",1930,84,9,0,9,75,38,27,3,7,306,193,149,24,19,1,63,50,218,124,68,25,1,216,51,51,0,165,165,0,154,91,63,45,18,315,83,156,24,33,0,11,8,291,46,42,65,138,0,290,178,112,56,56,0
"E01006693",2011,"Liverpool 024D","Total",1130,24,7,0,7,17,13,0,4,0,144,90,82,3,5,0,42,12,89,54,13,16,6,134,49,49,0,85,84,1,89,44,45,37,8,237,84,112,8,29,0,3,1,217,24,29,39,124,1,163,133,30,33,33,0
"E01006694",2011,"Liverpool 030B","Total",1683,43,1,0,1,42,31,4,3,4,223,162,146,10,4,2,38,23,198,82,87,26,3,78,30,30,0,48,48,0,102,65,37,32,5,375,67,226,21,44,0,5,12,299,35,27,50,186,1,248,159,89,117,117,0
"E01006695",2011,"Liverpool 028C","Total",1695,102,17,0,17,85,57,14,14,0,212,165,125,23,11,6,31,16,183,88,66,20,9,111,26,26,0,85,85,0,122,94,28,20,8,291,89,146,13,21,0,17,5,243,48,25,55,115,0,298,183,115,133,129,4
"E01006696",2011,"Liverpool 030C","Total",1564,38,13,0,13,25,12,8,5,0,278,198,184,11,0,3,33,47,151,90,19,37,5,89,18,18,0,71,71,0,131,93,38,32,6,319,67,156,19,44,0,26,7,237,45,22,33,137,0,184,138,46,137,136,1
"E01006697",2011,"Liverpool 030D","Total",1645,55,8,0,8,47,20,15,8,4,218,147,124,2,13,8,49,22,164,95,39,30,0,135,55,55,0,80,78,2,104,50,54,49,5,285,73,165,18,24,0,5,0,289,27,71,59,132,0,274,205,69,121,117,4
"E01006698",2011,"Liverpool 012D","Total",1515,48,15,0,15,33,12,15,1,5,245,131,109,22,0,0,71,43,234,121,82,27,4,118,25,25,0,93,93,0,131,68,63,59,4,332,120,116,21,45,0,18,12,260,39,21,89,108,3,123,74,49,24,24,0
