"lsoa11cd","date","lsoa11nm","Rural Urban","Religion: All categories: Religion; measures: Value","Religion: Christian; measures: Value","Religion: Buddhist; measures: Value","Religion: Hindu; measures: Value","Religion: Jewish; measures: Value","Religion: Muslim (Islam); measures: Value","Religion: Sikh; measures: Value","Religion: Other religion: Total; measures: Value","Religion: Other religion: Animism; measures: Value","Religion: Other religion: Baha'i; measures: Value","Religion: Other religion: Believe in God; measures: Value","Religion: Other religion: Brahma Kumari; measures: Value","Religion: Other religion: Chinese Religion; measures: Value","Religion: Other religion: Church of All Religion; measures: Value","Religion: Other religion: Confucianist; measures: Value","Religion: Other religion: Deist; measures: Value","Religion: Other religion: Druid; measures: Value","Religion: Other religion: Druze; measures: Value","Religion: Other religion: Eckankar; measures: Value","Religion: Other religion: Heathen; measures: Value","Religion: Other religion: Jain; measures: Value","Religion: Other religion: Mixed Religion; measures: Value","Religion: Other religion: Mysticism; measures: Value","Religion: Other religion: Native American Church; measures: Value","Religion: Other religion: New Age; measures: Value","Religion: Other religion: Occult; measures: Value","Religion: Other religion: Own Belief System; measures: Value","Religion: Other religion: Pagan; measures: Value","Religion: Other religion: Pantheism; measures: Value","Religion: Other religion: Rastafarian; measures: Value","Religion: Other religion: Ravidassia; measures: Value","Religion: Other religion: Reconstructionist; measures: Value","Religion: Other religion: Satanism; measures: Value","Religion: Other religion: Scientology; measures: Value","Religion: Other religion: Shamanism; measures: Value","Religion: Other religion: Shintoism; measures: Value","Religion: Other religion: Spiritual; measures: Value","Religion: Other religion: Spiritualist; measures: Value","Religion: Other religion: Taoist; measures: Value","Religion: Other religion: Theism; measures: Value","Religion: Other religion: Thelemite; measures: Value","Religion: Other religion: Traditional African Religion; measures: Value","Religion: Other religion: Unification Church; measures: Value","Religion: Other religion: Universalist; measures: Value","Religion: Other religion: Vodun; measures: Value","Religion: Other religion: Wicca; measures: Value","Religion: Other religion: Witchcraft; measures: Value","Religion: Other religion: Zoroastrian; measures: Value","Religion: Other religion: Other religions; measures: Value","Religion: No religion: Total; measures: Value","Religion: No religion: No religion; measures: Value","Religion: No religion: Agnostic; measures: Value","Religion: No religion: Atheist; measures: Value","Religion: No religion: Free Thinker; measures: Value","Religion: No religion: Heavy Metal; measures: Value","Religion: No religion: Humanist; measures: Value","Religion: No religion: Jedi Knight; measures: Value","Religion: No religion: Realist; measures: Value","Religion: Religion not stated; measures: Value"
"E01006670",2011,"Liverpool 007E","Total",1526,1269,13,8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,163,159,1,0,0,0,0,3,0,66
"E01006671",2011,"Liverpool 013D","Total",1355,1058,2,5,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,170,0,0,0,0,0,2,0,88
"E01006672",2011,"Liverpool 010E","Total",1955,1510,0,6,0,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,297,294,1,0,0,0,0,2,0,118
"E01006673",2011,"Liverpool 037D","Total",1937,778,33,17,2,531,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,425,412,3,4,0,0,0,6,0,136
"E01006674",2011,"Liverpool 039C","Total",1885,670,11,13,3,845,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,217,209,1,1,0,0,0,6,0,114
"E01006675",2011,"Liverpool 043C","Total",1824,715,30,7,9,252,8,19,0,0,3,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,636,612,5,2,0,1,1,15,0,148
"E01006676",2011,"Liverpool 044D","Total",1753,904,2,25,2,443,7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,229,228,0,0,0,0,0,1,0,131
"E01006677",2011,"Liverpool 043D","Total",1040,570,4,6,0,210,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,154,154,0,0,0,0,0,0,0,93
"E01006678",2011,"Liverpool 044E","Total",2127,1459,14,2,0,188,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,316,305,5,0,1,0,0,5,0,138
"E01006679",2011,"Liverpool 039D","Total",2232,698,27,4,0,1098,6,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,214,208,1,0,0,2,0,3,0,173
"E01006680",2011,"Liverpool 053B","Total",1569,1199,8,0,9,29,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,222,0,0,0,0,0,3,0,85
"E01006681",2011,"Liverpool 054D","Total",1585,1155,15,5,3,38,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,251,243,0,2,0,0,0,6,0,102
"E01006682",2011,"Liverpool 053C","Total",1310,1043,7,0,5,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,167,167,0,0,0,0,0,0,0,74
"E01006683",2011,"Liverpool 053D","Total",1510,1252,4,0,5,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,160,0,1,0,0,1,1,0,69
"E01006684",2011,"Liverpool 056B","Total",2138,1559,5,13,12,24,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,398,391,1,2,0,0,0,4,0,119
"E01006685",2011,"Liverpool 056C","Total",1484,1126,3,6,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,241,231,1,5,0,0,0,4,0,99
"E01006686",2011,"Liverpool 053E","Total",1433,1147,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,170,0,0,0,0,0,3,0,94
"E01006687",2011,"Liverpool 056D","Total",1952,1268,11,24,24,18,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,466,457,2,1,0,0,0,6,0,131
"E01006688",2011,"Liverpool 056E","Total",1524,1096,5,1,3,26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,287,284,1,0,0,0,0,2,0,101
"E01006689",2011,"Liverpool 049D","Total",1651,1201,5,4,9,23,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,299,290,1,2,0,0,0,6,0,101
"E01006690",2011,"Liverpool 028A","Total",1492,1003,16,1,0,66,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,291,283,0,2,0,0,0,6,0,106
"E01006691",2011,"Liverpool 030A","Total",1503,936,28,31,0,134,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,261,1,1,0,1,0,4,0,101
"E01006692",2011,"Liverpool 028B","Total",2180,1547,10,23,3,65,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,377,371,0,1,0,1,1,3,0,147
"E01006693",2011,"Liverpool 024D","Total",1511,1140,2,2,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,208,0,0,0,0,0,4,0,102
"E01006694",2011,"Liverpool 030B","Total",1864,1330,19,13,3,52,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302,295,0,0,0,1,0,6,0,141
"E01006695",2011,"Liverpool 028C","Total",1821,1137,17,5,1,105,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,405,0,1,1,2,2,4,0,130
"E01006696",2011,"Liverpool 030C","Total",1744,1292,8,20,0,68,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262,257,0,0,0,0,1,4,0,90
"E01006697",2011,"Liverpool 030D","Total",1845,1228,11,15,0,141,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,340,328,1,0,0,0,2,9,0,105
"E01006698",2011,"Liverpool 012D","Total",1716,1402,2,6,1,11,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212,204,0,0,0,1,0,7,0,79
"E01006699",2011,"Liverpool 014A","Total",1594,1270,3,0,1,6,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209,206,1,2,0,0,0,0,0,102
"E01006700",2011,"Liverpool 012E","Total",1438,1097,3,2,0,28,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,213,209,1,0,0,0,1,2,0,90
"E01006701",2011,"Liverpool 014B","Total",1380,1122,0,4,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,145,143,0,0,0,0,0,2,0,92
"E01006702",2011,"Liverpool 014C","Total",1618,1222,4,5,0,15,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,237,231,1,0,0,0,0,5,0,125
"E01006703",2011,"Liverpool 014D","Total",1561,1238,6,9,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,178,0,0,0,0,0,8,0,104
"E01006705",2011,"Liverpool 009E","Total",1409,1088,4,0,1,22,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,194,191,0,0,0,0,0,3,0,92
"E01006706",2011,"Liverpool 045A","Total",1346,1071,2,1,1,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,182,177,0,0,0,0,0,5,0,77
"E01006707",2011,"Liverpool 045B","Total",1323,1049,1,3,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,171,169,0,0,0,0,0,2,0,90
"E01006708",2011,"Liverpool 045C","Total",1805,1381,2,0,4,12,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,254,250,0,0,0,0,1,3,0,148
"E01006709",2011,"Liverpool 040A","Total",1438,1116,3,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,221,0,0,0,0,0,3,0,88
"E01006710",2011,"Liverpool 045D","Total",1496,1147,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,273,270,0,0,0,0,0,3,0,66
"E01006711",2011,"Liverpool 027A","Total",1538,1117,2,2,7,58,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,244,237,0,0,0,0,0,7,0,103
"E01006712",2011,"Liverpool 029D","Total",1339,1015,11,7,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,191,0,2,0,0,0,2,0,101
"E01006713",2011,"Liverpool 029E","Total",1377,1087,3,4,1,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186,182,3,1,0,0,0,0,0,87
"E01006716",2011,"Liverpool 032E","Total",1589,1147,16,4,10,40,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,268,264,0,1,0,0,0,3,0,100
"E01006717",2011,"Liverpool 027D","Total",1436,1089,2,0,5,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,210,206,1,0,0,0,0,3,0,102
"E01006718",2011,"Liverpool 027E","Total",1587,1152,6,0,0,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,284,282,0,0,0,0,0,2,0,114
"E01006719",2011,"Liverpool 027F","Total",1535,1182,2,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,228,0,0,0,0,0,2,0,108
"E01006720",2011,"Liverpool 035A","Total",2108,1126,25,12,6,343,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,403,382,1,3,0,0,0,17,0,167
"E01006721",2011,"Liverpool 038C","Total",1655,983,4,8,0,113,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,424,0,1,0,0,1,12,0,100
"E01006722",2011,"Liverpool 038D","Total",1793,821,4,37,10,233,9,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,528,6,1,0,1,0,15,0,121
"E01006723",2011,"Liverpool 038E","Total",1875,1010,7,63,4,120,9,14,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,2,539,518,4,8,0,2,0,7,0,109
"E01006724",2011,"Liverpool 038F","Total",1790,962,9,18,4,80,5,10,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,588,571,0,4,0,0,0,13,0,114
"E01006725",2011,"Liverpool 035B","Total",1537,1066,6,10,5,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,306,296,1,3,0,0,0,6,0,109
"E01006726",2011,"Liverpool 035C","Total",1565,924,11,14,1,105,11,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,380,374,2,1,0,0,0,3,0,113
"E01006727",2011,"Liverpool 035D","Total",1441,939,11,7,7,35,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,348,332,0,5,0,0,0,11,0,81
"E01006728",2011,"Liverpool 035E","Total",1623,995,10,6,6,89,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,399,392,2,0,0,0,0,5,0,114
"E01006729",2011,"Liverpool 008C","Total",1400,1109,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,210,0,1,1,0,0,1,0,73
"E01006730",2011,"Liverpool 011C","Total",1326,1053,0,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,181,0,0,0,0,0,1,0,81
"E01006731",2011,"Liverpool 011D","Total",1196,954,3,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,155,0,0,0,0,0,2,0,71
"E01006732",2011,"Liverpool 011E","Total",1643,1252,4,0,1,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,0,0,0,0,0,0,0,136
"E01006734",2011,"Liverpool 005C","Total",1412,1136,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,183,1,0,0,0,0,1,0,76
"E01006735",2011,"Liverpool 005D","Total",1309,1061,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,147,0,0,0,0,0,1,0,88
"E01006736",2011,"Liverpool 005E","Total",1460,1195,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,181,0,2,0,0,0,1,0,76
"E01006737",2011,"Liverpool 005F","Total",1435,1168,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,181,0,0,0,0,0,11,0,72
"E01006738",2011,"Liverpool 058A","Total",1501,1193,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,207,199,4,0,0,0,0,4,0,93
"E01006739",2011,"Liverpool 058B","Total",1769,1360,0,6,1,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,293,290,0,0,0,0,0,3,0,95
"E01006740",2011,"Liverpool 057A","Total",1280,960,12,2,0,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,195,1,0,0,0,0,4,0,60
"E01006741",2011,"Liverpool 058C","Total",1815,1398,5,0,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,272,271,0,0,0,0,0,1,0,129
"E01006742",2011,"Liverpool 057B","Total",1394,1057,5,1,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,234,225,1,2,0,0,0,6,0,86
"E01006743",2011,"Liverpool 058D","Total",2175,1626,3,6,8,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,399,394,0,0,0,0,0,5,0,109
"E01006744",2011,"Liverpool 057C","Total",1482,1124,7,4,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,246,2,0,0,0,0,13,0,70
"E01006745",2011,"Liverpool 057D","Total",1879,1314,5,4,4,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,402,6,4,0,0,0,6,0,119
"E01006746",2011,"Liverpool 030E","Total",1513,1017,3,16,2,64,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,293,283,0,1,0,0,0,9,0,111
"E01006747",2011,"Liverpool 031B","Total",3552,1710,66,78,3,289,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1160,1135,4,3,0,1,0,17,0,210
"E01006748",2011,"Liverpool 031C","Total",1936,1083,14,53,5,123,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,543,507,1,0,0,1,1,33,0,107
"E01006751",2011,"Liverpool 031F","Total",2572,1311,37,73,3,283,11,11,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,698,687,1,1,0,0,1,8,0,145
"E01006752",2011,"Liverpool 035F","Total",1012,599,12,15,0,147,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,174,1,3,0,0,0,1,0,52
"E01006753",2011,"Liverpool 059A","Total",1557,1165,1,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,277,1,0,0,1,0,3,0,98
"E01006754",2011,"Liverpool 059B","Total",1627,1297,3,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223,219,1,2,0,0,0,1,0,94
"E01006755",2011,"Liverpool 059C","Total",1587,1131,1,0,2,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,294,292,0,1,0,0,0,1,0,130
"E01006756",2011,"Liverpool 059D","Total",1820,1359,4,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,340,0,0,0,0,0,2,0,102
"E01006757",2011,"Liverpool 059E","Total",1491,1141,2,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,260,257,1,1,0,0,0,1,0,79
"E01006758",2011,"Liverpool 059F","Total",1527,1135,4,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,287,277,0,1,0,3,0,6,0,79
"E01006759",2011,"Liverpool 028D","Total",1095,821,5,2,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,148,146,0,0,0,0,0,2,0,83
"E01006760",2011,"Liverpool 028E","Total",1611,1056,7,4,3,67,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,318,2,2,0,1,0,6,0,141
"E01006761",2011,"Liverpool 020B","Total",1644,1260,10,4,1,16,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,246,2,0,0,0,0,7,0,95
"E01006762",2011,"Liverpool 015E","Total",1692,1305,4,4,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,230,221,0,0,0,0,0,9,0,124
"E01006763",2011,"Liverpool 020C","Total",1471,1120,6,5,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,234,1,2,0,0,0,11,0,78
"E01006764",2011,"Liverpool 020D","Total",1522,1052,4,0,3,57,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,333,3,0,0,0,0,5,0,61
"E01006765",2011,"Liverpool 020E","Total",1468,1110,4,4,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,241,0,0,0,0,0,6,0,92
