propid,price,lnprice,advance,age,bathroom,bedroom,buyage,centheat,chelec,chepart,chgas,chgpart,chnone,floorm2,ftbuyer,greastings,grnorthing,laarea,labad,lagood,lea,pdetach,pflat,psemi,pterrace,popdens,prkdouble,prknone,prksingle,prkspace,tenfree,tenlease
578,105500,12,100000,71,1,2,29,1,0,0,1,0,0,60,1,522341,168038,0,0,0,315,0,1,0,0,46,0,1,0,0,0,1
579,140000,12,63669,71,1,3,28,1,0,0,1,0,0,96,0,522411,165979,0,0,0,319,0,0,0,1,25,0,1,0,0,1,0
580,135000,12,100000,71,1,3,52,1,0,0,1,0,0,72,0,522434,166531,0,0,0,314,0,0,0,1,28,0,0,1,0,1,0
581,312500,13,157000,91,1,3,32,1,0,0,1,0,0,94,0,522442,180336,0,0,0,205,0,0,0,1,100,0,1,0,0,1,0
582,322500,13,198500,16,2,4,31,1,0,0,1,0,0,208,0,522444,188385,0,0,0,302,0,0,0,1,33,0,0,1,0,1,0
583,435000,13,116246,116,1,4,32,1,0,0,1,0,0,150,0,522543,177948,0,0,0,318,0,0,0,1,6,0,1,0,0,1,0
584,410000,13,180000,21,2,4,35,1,0,0,1,0,0,163,0,522590,173957,0,0,0,212,0,0,1,0,13,0,0,0,1,1,0
585,147000,12,135000,101,1,1,31,1,0,0,1,0,0,68,1,522614,179936,0,0,0,205,0,1,0,0,42,0,1,0,0,0,1
586,155250,12,139725,101,1,1,28,1,0,0,1,0,0,55,1,522665,179749,0,0,0,205,0,1,0,0,119,0,1,0,0,0,1
587,193000,12,173700,66,1,3,37,1,0,0,1,0,0,108,1,522666,166282,0,0,0,319,0,0,0,1,30,0,0,1,0,1,0
588,197000,12,56269,71,1,3,39,1,0,0,1,0,0,117,0,522672,167969,0,0,0,315,0,0,0,1,32,0,1,0,0,1,0
589,116950,12,51950,71,1,2,28,0,0,0,0,0,1,55,1,522737,168738,1,1,0,315,0,1,0,0,12,0,1,0,0,0,1
590,144000,12,128000,31,1,1,25,2,1,0,0,0,0,73,1,522799,169656,0,0,0,315,0,1,0,0,55,0,0,1,0,0,1
591,169995,12,69233,66,1,3,31,1,0,0,1,0,0,86,0,522803,165283,0,0,0,319,0,0,0,1,16,0,0,1,0,1,0
592,175000,12,85000,89,1,3,35,1,0,0,1,0,0,99,0,522846,168327,0,0,0,315,0,0,1,0,16,0,0,0,1,1,0
593,245000,12,195000,101,1,2,33,1,0,0,1,0,0,73,0,522851,179299,0,0,0,205,0,1,0,0,108,0,1,0,0,1,0
594,237500,12,190000,111,1,3,30,1,0,0,1,0,0,133,0,522859,184744,0,0,0,304,0,0,0,1,63,0,1,0,0,1,0
595,169000,12,152000,91,1,2,29,1,0,0,1,0,0,56,1,522878,182980,0,0,0,304,0,1,0,0,67,0,1,0,0,0,1
596,202500,12,115000,91,1,3,30,1,0,0,1,0,0,98,0,522881,168065,0,0,0,315,0,0,0,1,37,0,1,0,0,1,0
597,249950,12,182000,101,2,3,27,1,0,0,1,0,0,114,0,522881,179736,0,0,0,205,0,1,0,0,74,0,1,0,0,0,1
598,133000,12,66000,66,1,2,31,1,0,0,1,0,0,74,1,522916,165892,0,0,0,319,0,0,0,1,24,0,0,0,1,1,0
599,168000,12,138000,89,1,2,31,1,0,0,1,0,0,70,1,522920,185395,0,0,0,304,0,1,0,0,16,0,1,0,0,0,1
600,225000,12,105000,91,1,3,37,1,0,0,1,0,0,117,0,522922,183012,0,0,0,304,0,0,0,1,67,0,1,0,0,1,0
601,165000,12,148500,101,1,2,26,1,0,0,1,0,0,65,1,522923,169428,0,0,0,315,0,1,0,0,48,0,1,0,0,0,1
602,164950,12,52389,66,2,3,41,1,0,0,1,0,0,91,0,522934,165861,0,0,0,319,0,0,0,1,24,1,0,0,0,1,0
603,590000,13,400000,96,2,4,33,1,0,0,1,0,0,164,0,523023,179132,0,0,0,205,0,0,0,1,82,0,1,0,0,1,0
604,220000,12,125000,66,1,3,31,1,0,0,1,0,0,117,0,523069,168641,0,0,0,315,0,0,1,0,24,0,0,0,1,1,0
605,218000,12,196200,111,1,2,35,1,0,0,1,0,0,74,1,523082,178932,0,0,0,205,0,1,0,0,45,0,1,0,0,0,1
606,625000,13,465000,16,3,5,34,1,0,0,1,0,0,185,1,523086,170210,0,0,0,315,1,0,0,0,19,0,0,1,0,1,0
607,200000,12,180000,101,1,2,30,1,0,0,1,0,0,51,1,523090,179275,0,0,0,205,0,1,0,0,247,0,1,0,0,0,1
608,130000,12,90000,121,1,1,36,0,0,0,0,0,1,42,0,523090,179275,0,0,0,205,0,1,0,0,247,0,1,0,0,0,1
609,147000,12,52296,61,1,2,35,1,0,0,1,0,0,116,0,523113,195847,0,0,0,302,0,0,0,1,35,0,0,0,1,1,0
610,210000,12,100000,71,1,3,32,1,0,0,1,0,0,141,0,523119,165524,0,0,0,319,0,0,1,0,18,0,0,1,0,1,0
611,460000,13,290000,101,2,4,38,1,0,0,1,0,0,183,0,523121,179837,0,0,0,205,0,0,0,1,52,0,1,0,0,1,0
612,149950,12,137950,33,1,2,33,1,0,0,1,0,0,84,1,523135,165351,0,0,0,319,0,0,0,1,32,0,0,1,0,1,0
613,162000,12,145800,121,1,2,31,0,0,0,0,0,1,77,0,523191,185024,0,0,0,304,0,1,0,0,39,0,1,0,0,0,1
614,110000,12,85000,31,1,1,29,1,0,0,1,0,0,50,1,523198,169440,0,0,0,315,0,1,0,0,48,0,0,0,1,0,1
615,465000,13,348750,131,1,3,31,1,0,0,1,0,0,120,0,523228,174980,0,0,0,212,0,0,1,0,22,0,1,0,0,1,0
616,150000,12,135000,71,1,2,26,1,0,0,1,0,0,81,1,523246,188211,0,0,0,302,0,1,0,0,13,0,1,0,0,0,1
617,365000,13,75488,101,1,3,31,1,0,0,1,0,0,148,0,523285,183155,0,0,0,304,0,0,0,1,57,0,1,0,0,1,0
618,134950,12,128200,41,1,2,30,1,0,0,1,0,0,78,1,523291,174203,1,1,0,212,0,1,0,0,81,0,1,0,0,0,1
619,183000,12,54020,101,2,4,28,1,0,0,1,0,0,108,0,523303,188862,1,1,0,302,0,1,0,0,24,0,1,0,0,0,1
620,685000,13,500000,96,2,5,36,1,0,0,1,0,0,221,0,523309,175546,0,0,0,212,0,0,0,1,34,0,1,0,0,1,0
621,140000,12,80000,66,1,1,31,1,0,0,1,0,0,54,0,523324,175283,0,0,0,212,0,1,0,0,214,0,1,0,0,0,1
622,289950,13,60000,71,2,4,52,1,0,0,1,0,0,155,0,523335,164497,0,0,0,319,0,0,1,0,15,0,0,1,0,1,0
623,150000,12,13000,71,1,2,58,1,0,0,1,0,0,80,0,523349,189274,0,0,0,302,0,1,0,0,37,0,1,0,0,0,1
624,260000,12,140000,91,1,2,30,1,0,0,1,0,0,84,0,523376,174690,0,0,0,212,0,1,0,0,26,0,0,0,1,0,1
625,101000,12,75000,11,1,1,31,1,0,0,1,0,0,52,1,523384,165931,0,0,0,319,0,0,0,1,65,0,0,0,1,1,0
626,300000,13,25000,31,1,4,45,1,0,0,1,0,0,188,0,523439,162543,0,0,0,936,1,0,0,0,13,1,0,0,0,1,0
627,168000,12,151200,121,1,2,30,1,0,0,1,0,0,73,0,523450,185785,0,0,0,304,0,1,0,0,47,0,1,0,0,0,1
628,209000,12,161500,71,1,3,33,1,0,0,1,0,0,130,0,523455,168445,0,0,0,315,0,0,1,0,34,0,0,1,0,1,0
629,229000,12,200000,71,1,5,45,1,0,0,1,0,0,150,1,523455,168445,0,0,0,315,0,0,1,0,34,0,0,1,0,1,0
630,232000,12,200000,71,1,5,45,1,0,0,1,0,0,150,1,523455,168445,0,0,0,315,0,0,1,0,34,0,0,1,0,1,0
631,128500,12,110000,67,1,2,28,1,0,0,1,0,0,67,1,523534,166378,0,0,0,319,0,0,0,1,32,0,0,1,0,1,0
632,225000,12,140000,66,1,3,29,1,0,0,1,0,0,110,0,523546,168112,0,0,0,315,0,0,1,0,5,0,0,0,1,1,0
633,112000,12,100700,91,1,1,26,1,0,0,1,0,0,35,1,523546,169624,0,0,0,315,0,1,0,0,35,0,1,0,0,0,1
634,249500,12,215000,101,1,2,29,1,0,0,1,0,0,66,1,523549,174844,0,0,0,212,0,1,0,0,44,0,0,1,0,0,1
635,108000,12,89000,66,1,2,28,1,0,0,1,0,0,55,1,523554,167035,0,0,0,315,0,1,0,0,47,0,1,0,0,0,1
636,175000,12,67521,71,1,3,32,0,0,0,0,0,1,108,0,523574,168214,0,0,0,315,0,0,0,1,34,0,1,0,0,1,0
637,290000,13,200000,101,1,2,25,1,0,0,1,0,0,104,1,523586,178245,0,0,0,205,0,0,0,1,34,0,1,0,0,1,0
638,93000,11,88350,96,1,1,28,1,0,0,1,0,0,52,1,523599,167509,0,0,0,315,0,1,0,0,14,0,1,0,0,0,1
639,250000,12,195000,41,1,3,27,1,0,0,1,0,0,90,1,523620,174725,0,0,0,212,0,0,0,1,57,0,0,1,0,1,0
640,152500,12,122000,66,1,3,49,1,0,0,1,0,0,84,0,523652,167117,0,0,0,315,0,0,1,0,8,0,0,1,0,1,0
641,225000,12,175000,29,1,2,26,1,0,0,1,0,0,77,1,523666,170657,0,0,0,315,0,1,0,0,9,0,0,1,0,0,1
642,129000,12,122550,101,1,1,26,1,0,0,1,0,0,72,1,523693,185613,0,0,0,304,0,1,0,0,58,0,1,0,0,0,1
643,225000,12,58000,101,1,2,45,1,0,0,1,0,0,70,0,523700,177250,0,0,0,205,0,1,0,0,55,0,1,0,0,0,1
644,182500,12,147000,111,1,2,48,1,0,0,1,0,0,92,0,523702,183216,0,0,0,304,0,1,0,0,33,0,1,0,0,0,1
645,160000,12,144000,26,1,1,29,2,1,0,0,0,0,45,1,523703,174767,0,0,0,212,0,1,0,0,91,0,1,0,0,1,0
646,159950,12,114000,66,1,3,34,1,0,0,1,0,0,82,0,523718,167118,0,0,0,315,0,0,0,1,34,0,0,1,0,1,0
647,250000,12,63000,101,2,2,25,1,0,0,1,0,0,72,1,523744,175696,0,0,0,212,0,1,0,0,90,0,1,0,0,0,1
648,150000,12,140000,101,1,1,36,1,0,0,1,0,0,40,0,523774,175237,0,0,0,212,0,1,0,0,51,0,1,0,0,0,1
649,250000,12,225000,101,2,2,30,1,0,0,1,0,0,79,1,523774,175237,0,0,0,212,0,1,0,0,51,0,1,0,0,0,1
650,144250,12,137036,121,1,2,29,1,0,0,1,0,0,92,1,523779,196005,0,0,0,302,0,0,0,1,16,0,1,0,0,1,0
651,148000,12,130000,121,1,2,35,1,0,0,1,0,0,98,0,523779,196005,0,0,0,302,0,0,0,1,16,0,1,0,0,1,0
652,281000,13,80000,96,1,3,48,1,0,0,1,0,0,115,0,523791,196850,0,0,0,302,0,0,1,0,14,0,1,0,0,1,0
653,215000,12,193000,66,1,3,35,1,0,0,1,0,0,111,1,523846,186845,0,0,0,302,0,0,1,0,29,0,0,1,0,1,0
654,325000,13,190000,36,2,4,39,1,0,0,1,0,0,50,0,523849,184006,0,0,0,304,0,0,0,1,18,1,0,0,0,1,0
655,100000,12,95000,66,1,1,29,1,0,0,1,0,0,50,1,523851,186483,0,0,0,302,0,1,0,0,35,0,1,0,0,0,1
656,172000,12,26404,71,1,3,57,1,0,0,1,0,0,121,0,523868,166699,0,0,0,315,0,0,0,1,39,0,0,0,1,1,0
657,75000,11,41000,29,1,1,42,1,0,0,1,0,0,64,1,523882,180307,0,0,0,205,0,1,0,0,718,0,1,0,0,0,1
658,212000,12,70000,12,2,2,74,1,0,0,1,0,0,88,0,523886,190227,0,0,0,302,0,1,0,0,49,0,0,1,0,0,1
659,95000,11,90000,71,1,1,26,1,0,0,1,0,0,45,1,523891,169090,0,0,0,315,0,1,0,0,47,0,1,0,0,0,1
660,102000,12,90000,39,1,1,26,0,0,0,0,0,1,32,1,523905,174194,0,0,0,212,0,1,0,0,131,0,1,0,0,0,1
661,195000,12,175500,101,1,2,29,1,0,0,1,0,0,72,1,523906,169985,0,0,0,315,0,1,0,0,31,0,0,0,1,0,1
662,195000,12,160000,111,1,2,28,1,0,0,1,0,0,52,1,523934,179447,0,0,0,205,0,1,0,0,103,0,1,0,0,1,0
663,93000,11,88000,16,1,1,32,1,0,0,1,0,0,64,1,523940,196302,0,0,0,302,0,1,0,0,31,0,1,0,0,0,1
664,125000,12,73000,96,1,1,27,1,0,0,1,0,0,68,0,523951,196586,0,0,0,302,0,1,0,0,11,0,1,0,0,0,1
665,145000,12,130500,101,1,1,23,1,0,0,1,0,0,60,1,523961,184385,0,0,0,304,0,1,0,0,32,0,1,0,0,0,1
666,415000,13,284000,101,1,3,31,1,0,0,1,0,0,126,0,523965,174987,0,0,0,212,0,0,0,1,52,0,1,0,0,1,0
667,347000,13,235000,141,1,2,36,1,0,0,1,0,0,85,0,523971,175493,0,0,0,212,0,0,0,1,61,0,1,0,0,1,0
668,181000,12,156000,71,2,3,34,1,0,0,1,0,0,120,0,523974,166812,0,0,0,315,0,0,0,1,35,0,0,0,1,1,0
669,115000,12,105500,51,1,2,26,1,0,0,1,0,0,67,1,524002,195338,0,0,0,302,0,1,0,0,32,0,1,0,0,0,1
670,137000,12,95000,16,1,1,31,1,0,0,1,0,0,51,0,524014,172621,0,0,0,212,0,1,0,0,54,0,0,0,1,1,0
671,180000,12,160000,31,1,2,27,1,0,0,1,0,0,81,1,524056,170050,0,0,0,315,0,1,0,0,46,0,0,1,0,1,0
672,265000,12,215000,121,1,2,29,1,0,0,1,0,0,70,1,524072,179591,0,0,0,207,0,1,0,0,95,0,1,0,0,0,1
673,86000,11,77400,51,1,1,27,1,0,0,1,0,0,54,1,524101,173028,1,1,0,212,0,1,0,0,61,0,1,0,0,0,1
674,145000,12,80000,66,1,3,33,0,0,0,0,0,1,109,0,524106,165395,0,0,0,319,0,0,1,0,29,0,0,1,0,1,0
675,159000,12,98000,66,1,3,36,1,0,0,1,0,0,120,0,524121,167896,0,0,0,315,0,0,0,1,31,0,0,1,0,1,0
676,193000,12,159000,121,1,2,28,1,0,0,1,0,0,60,1,524133,179149,0,0,0,205,0,1,0,0,130,0,1,0,0,1,0
677,127000,12,114300,96,1,2,26,1,0,0,1,0,0,64,1,524144,169398,0,0,0,315,0,1,0,0,68,0,1,0,0,0,1
678,200000,12,160000,101,1,2,36,1,0,0,1,0,0,62,1,524145,177179,0,0,0,205,0,1,0,0,113,0,1,0,0,0,1
679,114000,12,108300,81,1,2,28,1,0,0,1,0,0,65,1,524157,169313,0,0,0,315,0,1,0,0,79,0,1,0,0,0,1
680,455000,13,330000,111,1,2,31,1,0,0,1,0,0,132,0,524187,179948,0,0,0,207,0,1,0,0,79,0,1,0,0,0,1
681,109000,12,50000,41,1,1,22,1,0,0,1,0,0,56,1,524203,172767,1,1,0,212,0,1,0,0,63,0,1,0,0,0,1
682,249999,12,224999,76,1,3,32,1,0,0,1,0,0,125,1,524205,162676,0,0,0,319,0,0,1,0,14,0,0,1,0,1,0
683,158000,12,118500,66,1,3,29,1,0,0,1,0,0,85,0,524209,165142,0,0,0,319,0,0,0,1,30,0,0,1,0,1,0
684,245000,12,100000,66,2,5,35,1,0,0,1,0,0,143,0,524265,169760,0,0,0,315,0,0,0,1,16,0,1,0,0,1,0
685,144950,12,137700,151,1,2,31,1,0,0,1,0,0,77,1,524271,196504,0,0,0,302,0,0,0,1,34,0,1,0,0,1,0
686,249000,12,100000,101,2,2,27,1,0,0,1,0,0,71,1,524275,177435,0,0,0,205,0,1,0,0,58,0,1,0,0,0,1
687,152000,12,74871,66,1,3,26,1,0,0,1,0,0,84,0,524279,165252,0,0,0,319,0,0,0,1,29,0,0,1,0,1,0
688,249950,12,178000,91,1,2,42,1,0,0,1,0,0,98,0,524312,184458,0,0,0,304,0,1,0,0,63,0,0,0,1,0,1
689,238500,12,124000,111,1,2,26,1,0,0,1,0,0,72,1,524321,178204,0,0,0,205,0,1,0,0,211,0,1,0,0,0,1
690,124450,12,100000,51,1,2,34,1,0,0,1,0,0,60,0,524331,163110,0,0,0,319,0,1,0,0,10,0,1,0,0,0,1
691,124950,12,100000,51,1,2,34,1,0,0,1,0,0,60,0,524331,163110,0,0,0,319,0,1,0,0,10,0,1,0,0,0,1
692,265000,12,88373,121,2,2,37,1,0,0,1,0,0,125,0,524345,179344,0,0,0,207,0,1,0,0,132,0,1,0,0,0,1
693,183000,12,143000,111,1,1,30,1,0,0,1,0,0,52,0,524352,178510,0,0,0,205,0,1,0,0,103,0,1,0,0,0,1
694,249000,12,46000,26,1,3,59,1,0,0,1,0,0,147,0,524352,197143,0,0,0,302,0,0,0,1,5,0,0,1,0,1,0
695,170000,12,85000,95,1,1,30,2,1,0,0,0,0,58,1,524357,177884,0,0,0,205,0,1,0,0,149,0,1,0,0,0,1
696,428000,13,160000,101,1,3,34,1,0,0,1,0,0,146,0,524372,183539,0,0,0,304,0,0,0,1,8,0,1,0,0,1,0
697,97950,11,80750,66,1,2,37,1,0,0,1,0,0,51,1,524389,163608,0,0,0,319,0,1,0,0,21,0,1,0,0,0,1
698,83000,11,78850,71,1,2,37,0,0,0,0,0,1,52,0,524389,163608,0,0,0,319,0,1,0,0,21,0,1,0,0,0,1
699,100000,12,84000,71,1,2,25,0,0,0,0,0,1,70,1,524391,166060,0,0,0,319,0,0,1,0,22,0,1,0,0,1,0
700,130000,12,123500,71,1,2,27,1,0,0,1,0,0,64,1,524393,169318,0,0,0,315,0,1,0,0,59,0,0,0,1,0,1
701,170000,12,90000,101,1,3,36,1,0,0,1,0,0,120,0,524393,169318,0,0,0,315,0,0,0,1,59,0,1,0,0,1,0
702,445000,13,320000,111,2,3,29,1,0,0,1,0,0,140,0,524398,177086,0,0,0,205,0,0,1,0,145,0,1,0,0,1,0
703,245000,12,220500,101,1,2,31,1,0,0,1,0,0,92,1,524402,170083,0,0,0,315,0,0,0,1,26,0,1,0,0,1,0
704,129000,12,119000,71,1,2,26,1,0,0,1,0,0,74,1,524419,166192,0,0,0,319,0,0,0,1,22,0,0,0,1,1,0
705,133000,12,113950,16,1,1,23,2,1,0,0,0,0,39,1,524421,175781,0,0,0,205,0,1,0,0,71,0,0,0,1,0,1
706,103000,12,48000,11,1,2,45,2,1,0,0,0,0,57,0,524424,164988,0,0,0,319,0,1,0,0,38,0,0,0,1,1,0
707,198000,12,15000,71,1,3,55,1,0,0,1,0,0,118,0,524425,168167,0,0,0,315,0,0,0,1,22,0,0,1,0,1,0
708,191000,12,171000,101,1,1,40,1,0,0,1,0,0,60,1,524449,176317,0,0,0,205,0,1,0,0,89,0,1,0,0,0,1
709,87000,11,78300,13,1,1,24,1,0,0,1,0,0,51,1,524474,164794,0,0,0,319,0,1,0,0,30,0,0,0,1,0,1
710,146500,12,95000,101,1,1,32,1,0,0,1,0,0,55,1,524516,170145,0,0,0,315,0,1,0,0,94,0,1,0,0,0,1
711,137000,12,49023,66,1,2,33,1,0,0,1,0,0,98,0,524521,166078,0,0,0,319,0,0,1,0,22,0,0,1,0,1,0
712,178900,12,52000,71,1,3,43,2,1,0,0,0,0,140,0,524525,168710,0,0,0,315,0,0,0,1,27,0,0,1,0,1,0
713,150000,12,67478,65,1,3,29,1,0,0,1,0,0,92,0,524553,166934,0,0,0,315,0,0,0,1,30,0,0,1,0,1,0
714,120000,12,114000,71,1,2,24,5,0,0,0,1,0,75,1,524555,165470,0,0,0,319,0,0,0,1,28,0,0,0,1,1,0
715,120000,12,108000,66,1,1,25,5,0,0,0,1,0,53,1,524590,178438,0,0,0,205,0,1,0,0,310,0,1,0,0,0,1
716,248000,12,223200,126,2,1,29,1,0,0,1,0,0,87,1,524605,177872,0,0,0,205,0,1,0,0,85,0,1,0,0,0,1
717,235000,12,195000,111,1,2,29,1,0,0,1,0,0,88,0,524623,182427,0,0,0,213,0,1,0,0,79,0,1,0,0,0,1
718,199950,12,65000,101,1,2,25,1,0,0,1,0,0,106,1,524627,184135,0,0,0,304,0,1,0,0,46,0,1,0,0,0,1
719,460000,13,280000,16,2,4,30,1,0,0,1,0,0,165,0,524635,171139,0,0,0,315,0,0,0,1,53,0,0,1,0,1,0
720,527000,13,160000,101,1,4,35,1,0,0,1,0,0,185,0,524649,185231,0,0,0,202,0,0,1,0,41,0,1,0,0,1,0
721,420000,13,120000,116,2,4,32,1,0,0,1,0,0,155,0,524686,177367,0,0,0,205,0,0,0,1,64,0,1,0,0,1,0
722,203000,12,145000,111,1,1,33,1,0,0,1,0,0,58,1,524704,176880,0,0,0,205,0,1,0,0,128,0,1,0,0,0,1
723,68000,11,64600,66,1,1,30,1,0,0,1,0,0,50,1,524718,165072,0,0,0,319,0,1,0,0,16,0,0,0,1,0,1
724,145000,12,137750,131,1,1,33,1,0,0,1,0,0,53,1,524744,182774,0,0,0,213,0,1,0,0,122,0,1,0,0,0,1
725,600000,13,310000,91,2,5,43,1,0,0,1,0,0,193,0,524753,170944,0,0,0,315,0,0,1,0,47,0,0,0,1,1,0
726,217000,12,192000,101,1,2,30,1,0,0,1,0,0,63,1,524761,177913,0,0,0,205,0,1,0,0,120,0,1,0,0,0,1
727,114000,12,108300,101,1,2,29,1,0,0,1,0,0,57,1,524767,196464,0,0,0,302,0,1,0,0,16,0,0,0,1,0,1
728,125000,12,118750,71,1,2,28,1,0,0,1,0,0,70,1,524778,173162,0,0,0,212,0,1,0,0,53,0,1,0,0,0,1
729,174000,12,90000,71,1,3,28,1,0,0,1,0,0,124,1,524825,168227,0,0,0,315,0,0,0,1,26,0,0,1,0,1,0
730,169000,12,12426,11,1,3,38,1,0,0,1,0,0,85,0,524844,164636,0,0,0,319,1,0,0,0,33,0,0,1,0,1,0
731,185000,12,80769,101,1,2,33,1,0,0,1,0,0,57,0,524857,183716,0,0,0,304,0,1,0,0,74,0,1,0,0,0,1
732,125000,12,100000,101,1,2,39,1,0,0,1,0,0,117,0,524865,164724,0,0,0,319,0,0,0,1,14,1,0,0,0,1,0
733,249000,12,224100,101,1,2,29,1,0,0,1,0,0,75,1,524867,174769,0,0,0,212,0,1,0,0,56,0,1,0,0,0,1
734,100000,12,90000,41,1,2,24,1,0,0,1,0,0,95,1,524884,164876,0,0,0,319,0,1,0,0,9,0,0,1,0,0,1
735,174000,12,87000,111,1,2,30,1,0,0,1,0,0,70,1,524886,173184,0,0,0,212,0,1,0,0,61,0,1,0,0,0,1
736,249900,12,175000,111,1,2,26,1,0,0,1,0,0,84,1,524900,185232,0,0,0,202,0,1,0,0,53,0,1,0,0,0,1
737,84000,11,78000,7,1,1,27,2,1,0,0,0,0,43,1,524909,164661,0,0,0,319,0,1,0,0,37,0,0,0,1,0,1
738,113000,12,107350,12,1,2,28,2,1,0,0,0,0,75,1,524909,164661,0,0,0,319,0,1,0,0,37,0,0,0,1,0,1
739,160000,12,61750,71,1,3,33,1,0,0,1,0,0,85,0,524940,166248,0,0,0,319,0,0,1,0,24,0,0,1,0,1,0
740,168000,12,91960,71,1,3,27,1,0,0,1,0,0,90,0,524964,190153,0,0,0,302,0,1,0,0,47,0,1,0,0,0,1
741,199950,12,179950,111,1,2,32,1,0,0,1,0,0,103,1,524995,183524,0,0,0,304,0,1,0,0,41,0,1,0,0,0,1
742,151500,12,91500,101,1,2,29,1,0,0,1,0,0,68,0,525006,174726,0,0,0,212,0,1,0,0,72,0,1,0,0,0,1
743,153000,12,113000,111,1,1,34,1,0,0,1,0,0,64,1,525007,183892,0,0,0,304,0,1,0,0,128,0,1,0,0,0,1
744,275000,13,235000,101,1,2,29,1,0,0,1,0,0,95,1,525012,177345,0,0,0,205,0,1,0,0,122,0,1,0,0,0,1
745,334000,13,192000,96,1,4,38,1,0,0,1,0,0,128,0,525031,172539,0,0,0,315,0,0,0,1,49,0,1,0,0,1,0
746,600000,13,300000,15,2,3,47,1,0,0,1,0,0,145,0,525034,178798,0,0,0,207,0,1,0,0,163,0,0,0,1,0,1
747,249999,12,199999,101,1,2,28,5,0,0,0,1,0,104,0,525036,174733,0,0,0,212,0,1,0,0,78,0,1,0,0,0,1
748,493000,13,78000,101,2,4,49,1,0,0,1,0,0,166,0,525036,174733,0,0,0,212,0,0,0,1,78,0,1,0,0,1,0
749,195950,12,175950,111,1,2,33,1,0,0,1,0,0,68,1,525037,183444,0,0,0,304,0,1,0,0,58,0,1,0,0,0,1
750,152000,12,85000,71,1,2,27,1,0,0,1,0,0,67,0,525039,172989,0,0,0,212,0,1,0,0,59,0,1,0,0,0,1
751,137000,12,123300,11,1,2,26,1,0,0,1,0,0,73,0,525052,191070,0,0,0,302,0,1,0,0,46,0,0,1,0,0,1
752,222000,12,199800,101,1,2,26,1,0,0,1,0,0,77,1,525063,174815,0,0,0,212,0,1,0,0,51,0,1,0,0,1,0
753,305000,13,240000,91,1,3,28,1,0,0,1,0,0,128,0,525074,172855,0,0,0,212,0,0,0,1,67,0,1,0,0,1,0
754,305000,13,240000,91,1,3,28,1,0,0,1,0,0,128,0,525074,172855,0,0,0,212,0,0,0,1,67,0,1,0,0,1,0
755,152000,12,136800,101,1,1,28,1,0,0,1,0,0,72,1,525075,173682,0,0,0,212,0,1,0,0,61,0,1,0,0,1,0
756,153500,12,138150,101,1,1,28,1,0,0,1,0,0,72,1,525075,173682,0,0,0,212,0,1,0,0,61,0,1,0,0,1,0
757,89000,11,70000,101,1,1,35,1,0,0,1,0,0,73,1,525106,163835,0,0,0,319,0,1,0,0,26,0,0,0,1,0,1
758,385000,13,308000,91,2,4,35,1,0,0,1,0,0,130,0,525178,172602,0,0,0,315,0,0,0,1,62,0,1,0,0,1,0
759,60000,11,57000,101,1,1,26,1,0,0,1,0,0,42,1,525194,164031,0,0,0,319,0,1,0,0,85,0,0,0,1,0,1
760,315000,13,225000,121,2,2,34,1,0,0,1,0,0,70,1,525225,178352,0,0,0,207,0,1,0,0,158,0,1,0,0,0,1
761,130000,12,40000,71,1,3,43,1,0,0,1,0,0,87,0,525259,165108,0,0,0,319,0,0,0,1,34,0,0,1,0,1,0
762,95000,11,90000,25,1,2,23,1,0,0,1,0,0,65,1,525260,164350,0,0,0,319,0,1,0,0,98,0,0,0,1,0,1
763,80000,11,38000,31,1,1,44,0,0,0,0,0,1,50,0,525260,164350,0,0,0,319,0,1,0,0,98,0,0,1,0,0,1
764,249500,12,200000,113,1,3,35,1,0,0,1,0,0,90,0,525266,170107,0,0,0,315,0,0,0,1,73,0,1,0,0,1,0
765,179000,12,101000,71,1,3,38,1,0,0,1,0,0,109,0,525288,166293,0,0,0,319,0,0,1,0,9,0,0,0,1,1,0
766,146000,12,138700,21,1,1,27,1,0,0,1,0,0,43,1,525295,174834,0,0,0,212,0,1,0,0,31,0,0,0,1,0,1
767,155000,12,139500,4,1,1,37,1,0,0,1,0,0,45,0,525296,169984,0,0,0,315,0,1,0,0,45,0,0,0,1,0,1
768,195000,12,170550,4,1,2,27,1,0,0,1,0,0,68,1,525296,169984,0,0,0,315,0,1,0,0,45,0,0,0,1,0,1
769,176000,12,47808,71,1,3,39,0,0,0,0,0,1,98,0,525299,168524,0,0,0,315,0,0,0,1,15,0,0,0,1,1,0
770,270827,13,230202,93,1,2,34,1,0,0,1,0,0,106,0,525309,172894,0,0,0,212,0,0,0,1,52,0,1,0,0,1,0
771,147500,12,140125,71,1,3,39,1,0,0,1,0,0,102,0,525318,165611,0,0,0,319,0,0,0,1,29,0,0,1,0,1,0
772,150000,12,70000,101,1,1,31,2,1,0,0,0,0,40,1,525319,184951,0,0,0,202,0,1,0,0,155,0,1,0,0,0,1
773,600000,13,300000,113,2,4,35,0,0,0,0,0,1,150,0,525321,170696,0,0,0,315,0,0,1,0,17,0,1,0,0,1,0
774,157000,12,90000,71,1,3,33,1,0,0,1,0,0,90,0,525322,167029,0,0,0,315,0,0,0,1,18,0,0,1,0,1,0
