propid,price,lnprice,advance,age,bathroom,bedroom,buyage,centheat,chelec,chepart,chgas,chgpart,chnone,floorm2,ftbuyer,greastings,grnorthing,laarea,labad,lagood,lea,pdetach,pflat,psemi,pterrace,popdens,prkdouble,prknone,prksingle,prkspace,tenfree,tenlease
1227,87000,11,60000,23,1,1,27,1,0,0,1,0,0,48,1,530291,171999,1,1,0,208,0,1,0,0,59,0,0,0,1,0,1
1228,137500,12,122500,66,1,2,26,1,0,0,1,0,0,98,1,530291,172336,0,0,0,208,0,1,0,0,56,0,1,0,0,0,1
1229,118000,12,100000,31,1,2,28,1,0,0,1,0,0,73,1,530293,186690,0,0,0,206,0,1,0,0,91,0,1,0,0,0,1
1230,154000,12,60000,61,1,2,31,1,0,0,1,0,0,62,1,530307,188155,0,0,0,309,0,1,0,0,50,0,1,0,0,0,1
1231,154000,12,30000,61,1,2,31,1,0,0,1,0,0,62,1,530307,188155,0,0,0,309,0,1,0,0,50,0,1,0,0,0,1
1232,122000,12,103700,101,1,1,37,0,0,0,0,0,1,60,0,530307,188155,0,0,0,309,0,1,0,0,50,0,1,0,0,0,1
1233,146650,12,60000,66,1,3,43,1,0,0,1,0,0,138,1,530333,165098,0,0,0,319,0,0,1,0,43,0,0,0,1,1,0
1234,245000,12,160000,106,2,2,31,1,0,0,1,0,0,176,0,530339,187126,0,0,0,206,0,0,0,1,53,0,0,0,1,1,0
1235,95000,11,90250,31,1,3,28,1,0,0,1,0,0,126,1,530342,168126,1,0,1,315,0,0,0,1,84,0,0,1,0,1,0
1236,184000,12,75000,141,1,3,44,1,0,0,1,0,0,81,0,530351,171802,0,0,0,208,0,0,1,0,41,0,0,0,1,1,0
1237,107000,12,101650,4,1,2,28,1,0,0,1,0,0,56,1,530370,166721,0,0,0,306,0,0,0,1,37,0,0,0,1,1,0
1238,101000,12,95950,71,1,2,36,0,0,0,0,0,1,71,0,530372,172349,0,0,0,208,0,1,0,0,56,0,1,0,0,0,1
1239,125000,12,113000,26,1,3,25,1,0,0,1,0,0,90,1,530394,159409,0,0,0,306,0,0,0,1,20,0,0,1,0,1,0
1240,156000,12,140400,96,1,3,28,1,0,0,1,0,0,88,1,530398,174069,0,0,0,208,0,1,0,0,21,0,1,0,0,0,1
1241,142000,12,95000,26,1,4,41,1,0,0,1,0,0,103,0,530403,176959,1,1,0,208,0,1,0,0,165,0,0,1,0,0,1
1242,49000,11,46550,46,1,1,30,2,1,0,0,0,0,59,1,530404,172933,0,0,0,208,0,1,0,0,62,0,0,0,1,0,1
1243,50000,11,47500,71,1,2,22,2,1,0,0,0,0,64,1,530404,172933,0,0,0,208,0,1,0,0,62,0,1,0,0,0,1
1244,54000,11,51300,71,1,2,32,2,1,0,0,0,0,56,1,530404,172933,0,0,0,208,0,1,0,0,62,0,1,0,0,0,1
1245,57000,11,54150,71,1,2,32,2,1,0,0,0,0,60,1,530404,172933,0,0,0,208,0,1,0,0,62,0,0,0,1,0,1
1246,138000,12,90000,71,1,3,51,1,0,0,1,0,0,91,0,530416,168046,0,0,0,315,0,0,0,1,39,0,0,0,1,1,0
1247,52000,11,49000,51,1,1,31,1,0,0,1,0,0,50,1,530416,168340,1,0,1,315,0,1,0,0,54,0,1,0,0,0,1
1248,240000,12,135000,71,1,3,42,1,0,0,1,0,0,80,0,530437,196306,0,0,0,308,0,0,1,0,8,0,0,0,1,1,0
1249,123000,12,99750,101,1,3,30,1,0,0,1,0,0,66,1,530441,192460,0,0,0,308,0,1,0,0,6,0,1,0,0,0,1
1250,221500,12,163000,111,1,3,35,1,0,0,1,0,0,95,1,530443,186422,0,0,0,206,0,1,0,0,142,0,1,0,0,0,1
1251,223000,12,163000,111,1,3,35,1,0,0,1,0,0,95,1,530443,186422,0,0,0,206,0,1,0,0,142,0,1,0,0,0,1
1252,158000,12,64000,101,1,1,34,1,0,0,1,0,0,70,1,530444,174691,0,0,0,208,0,1,0,0,61,0,1,0,0,0,1
1253,83000,11,78850,121,1,1,29,0,0,0,0,0,1,41,0,530453,171820,0,0,0,208,0,1,0,0,40,0,1,0,0,0,1
1254,102000,12,91800,11,1,1,48,2,1,0,0,0,0,41,0,530456,184298,1,1,0,206,0,1,0,0,52,0,1,0,0,0,1
1255,167000,12,150300,101,1,4,30,5,0,0,0,1,0,167,1,530460,172719,1,1,0,208,0,0,0,1,63,0,1,0,0,1,0
1256,170000,12,135000,121,1,2,26,1,0,0,1,0,0,62,1,530464,185505,0,0,0,206,0,1,0,0,28,0,1,0,0,0,1
1257,170000,12,145000,101,1,2,31,1,0,0,1,0,0,76,0,530468,188684,0,0,0,309,0,1,0,0,32,0,1,0,0,0,1
1258,132000,12,111000,16,1,2,29,1,0,0,1,0,0,65,1,530473,176648,1,1,0,208,0,1,0,0,57,0,1,0,0,0,1
1259,205000,12,184500,101,1,4,36,1,0,0,1,0,0,188,1,530475,172804,0,0,0,208,0,0,0,1,68,0,1,0,0,1,0
1260,105000,12,99750,71,1,2,39,1,0,0,1,0,0,56,0,530478,173498,0,0,0,208,0,1,0,0,72,0,1,0,0,0,1
1261,160000,12,115000,101,1,2,28,1,0,0,1,0,0,60,1,530478,189063,0,0,0,309,0,1,0,0,92,0,1,0,0,0,1
1262,215000,12,193500,91,1,2,30,1,0,0,1,0,0,93,1,530533,188644,0,0,0,309,0,1,0,0,108,0,1,0,0,0,1
1263,132000,12,108000,101,1,2,35,1,0,0,1,0,0,72,0,530535,191605,0,0,0,309,0,1,0,0,66,0,1,0,0,0,1
1264,113000,12,83000,31,1,2,36,0,0,0,0,0,1,71,0,530538,165248,0,0,0,319,0,0,0,1,41,0,1,0,0,1,0
1265,225000,12,195000,71,1,3,36,1,0,0,1,0,0,162,0,530553,159545,0,0,0,306,0,0,1,0,13,0,0,1,0,1,0
1266,127000,12,120650,91,1,2,28,1,0,0,1,0,0,70,1,530554,171556,0,0,0,208,0,1,0,0,44,0,1,0,0,0,1
1267,166000,12,40000,101,1,1,27,1,0,0,1,0,0,55,0,530611,175336,0,0,0,208,0,1,0,0,79,0,1,0,0,0,1
1268,159950,12,103500,121,1,2,29,1,0,0,1,0,0,97,0,530628,187370,0,0,0,206,0,1,0,0,66,0,1,0,0,0,1
1269,229950,12,125000,121,1,2,29,1,0,0,1,0,0,99,0,530640,175883,0,0,0,208,0,1,0,0,94,0,1,0,0,0,1
1270,175000,12,140000,101,2,2,34,1,0,0,1,0,0,70,0,530644,176215,0,0,0,208,0,1,0,0,42,0,1,0,0,0,1
1271,165000,12,145000,101,1,3,26,1,0,0,1,0,0,90,1,530649,172598,1,1,0,208,0,1,0,0,61,0,1,0,0,0,1
1272,236000,12,95000,101,1,3,34,1,0,0,1,0,0,122,0,530665,190619,0,0,0,309,0,0,0,1,48,0,1,0,0,1,0
1273,154950,12,139300,66,1,3,31,1,0,0,1,0,0,109,1,530666,164429,0,0,0,319,0,0,0,1,24,0,1,0,0,1,0
1274,128000,12,68000,102,1,1,46,1,0,0,1,0,0,58,1,530671,188278,0,0,0,309,0,1,0,0,59,0,1,0,0,0,1
1275,60000,11,40000,41,1,1,34,1,0,0,1,0,0,49,1,530687,174227,0,0,0,208,0,1,0,0,72,0,1,0,0,0,1
1276,185000,12,88000,121,1,2,30,1,0,0,1,0,0,71,1,530716,177488,0,0,0,208,0,1,0,0,17,0,1,0,0,0,1
1277,312000,13,232000,101,1,3,44,1,0,0,1,0,0,119,0,530721,188442,0,0,0,309,0,0,0,1,58,0,1,0,0,1,0
1278,250000,12,210000,121,1,5,35,1,0,0,1,0,0,144,1,530726,175726,0,0,0,208,0,0,0,1,50,0,1,0,0,1,0
1279,150000,12,140000,101,1,2,27,1,0,0,1,0,0,67,1,530727,173661,1,1,0,208,0,1,0,0,47,0,1,0,0,0,1
1280,122000,12,82000,21,1,1,31,1,0,0,1,0,0,57,0,530748,187493,0,0,0,309,0,1,0,0,41,0,0,0,1,0,1
1281,158000,12,98000,81,1,3,51,1,0,0,1,0,0,111,0,530758,168455,0,0,0,306,0,0,0,1,35,0,1,0,0,1,0
1282,222500,12,200250,71,1,3,32,1,0,0,1,0,0,122,1,530769,170431,0,0,0,208,0,0,0,1,27,0,1,0,0,1,0
1283,108000,12,97200,101,1,1,23,1,0,0,1,0,0,66,1,530774,173949,0,0,0,208,0,1,0,0,72,0,1,0,0,0,1
1284,155000,12,139500,91,1,3,40,1,0,0,1,0,0,98,1,530775,168247,0,0,0,306,0,0,0,1,32,0,1,0,0,1,0
1285,132000,12,125000,91,1,2,29,0,0,0,0,0,1,70,1,530776,193409,0,0,0,308,0,1,0,0,39,0,1,0,0,0,1
1286,250000,12,183750,81,1,1,38,2,1,0,0,0,0,50,0,530811,179861,0,0,0,210,0,1,0,0,39,0,0,0,1,0,1
1287,200000,12,165000,71,1,3,40,1,0,0,1,0,0,140,0,530834,193690,0,0,0,308,0,0,1,0,29,0,0,1,0,1,0
1288,165000,12,110000,76,1,3,40,1,0,0,1,0,0,105,1,530838,191868,0,0,0,308,0,0,0,1,45,0,1,0,0,1,0
1289,317500,13,172500,51,1,3,39,1,0,0,1,0,0,106,0,530844,160126,0,0,0,306,1,0,0,0,9,0,0,1,0,1,0
1290,132500,12,82500,91,1,2,28,1,0,0,1,0,0,76,0,530844,195064,0,0,0,308,0,1,0,0,20,0,0,0,1,0,1
1291,121000,12,85000,3,1,2,26,2,1,0,0,0,0,55,1,530850,195936,0,0,0,308,0,1,0,0,24,0,0,0,1,0,1
1292,74000,11,70300,71,1,1,28,1,0,0,1,0,0,36,1,530853,174948,0,0,0,208,0,1,0,0,95,0,1,0,0,0,1
1293,88500,11,84075,81,1,1,31,1,0,0,1,0,0,45,1,530853,174948,0,0,0,208,0,1,0,0,95,0,1,0,0,0,1
1294,200000,12,55000,121,1,2,28,1,0,0,1,0,0,73,0,530875,177287,0,0,0,208,0,1,0,0,72,0,1,0,0,0,1
1295,179250,12,161325,101,1,2,29,1,0,0,1,0,0,96,1,530884,192947,0,0,0,308,0,1,0,0,46,0,1,0,0,0,1
1296,155000,12,139500,101,1,3,33,1,0,0,1,0,0,126,1,530901,172708,1,1,0,208,0,1,0,0,67,0,1,0,0,0,1
1297,154000,12,94000,21,1,2,27,1,0,0,1,0,0,91,1,530903,198176,0,0,0,308,0,1,0,0,39,0,0,1,0,0,1
1298,97000,11,84650,101,1,1,29,1,0,0,1,0,0,38,1,530945,177253,0,0,0,208,0,1,0,0,55,0,1,0,0,0,1
1299,162000,12,89950,101,1,1,32,1,0,0,1,0,0,70,1,530953,188225,0,0,0,309,0,1,0,0,49,0,1,0,0,0,1
1300,200000,12,165000,101,2,2,39,1,0,0,1,0,0,83,0,530953,188225,0,0,0,309,0,1,0,0,49,0,1,0,0,0,1
1301,167000,12,150000,76,1,3,38,1,0,0,1,0,0,133,1,530957,170287,0,0,0,306,0,0,1,0,25,0,0,0,1,1,0
1302,160000,12,144000,41,1,2,26,1,0,0,1,0,0,88,1,530987,183422,1,1,0,206,0,1,0,0,110,0,1,0,0,0,1
1303,175000,12,157500,101,1,2,35,1,0,0,1,0,0,76,1,530990,176946,1,1,0,208,0,1,0,0,185,0,1,0,0,0,1
1304,150000,12,142500,111,1,1,31,1,0,0,1,0,0,59,1,530990,176946,1,1,0,208,0,1,0,0,185,0,1,0,0,0,1
1305,148500,12,133500,101,1,1,43,1,0,0,1,0,0,77,1,531002,174202,0,0,0,208,0,1,0,0,63,0,1,0,0,0,1
1306,59000,11,10500,16,1,3,72,1,0,0,1,0,0,66,0,531012,161173,0,0,0,306,0,1,0,0,93,0,1,0,0,0,1
1307,260000,12,65000,151,1,2,39,1,0,0,1,0,0,63,0,531038,183958,0,0,0,206,0,1,0,0,27,0,1,0,0,0,1
1308,208000,12,187200,66,1,3,41,1,0,0,1,0,0,129,1,531041,168764,0,0,0,306,0,0,0,1,33,0,0,0,1,1,0
1309,176000,12,158400,101,1,2,28,1,0,0,1,0,0,73,1,531043,177133,0,0,0,208,0,1,0,0,104,0,1,0,0,0,1
1310,355000,13,150000,101,2,4,44,1,0,0,1,0,0,175,0,531054,187385,0,0,0,309,0,0,0,1,58,0,1,0,0,1,0
1311,82500,11,44500,31,1,4,42,1,0,0,1,0,0,90,1,531058,178463,0,0,0,208,0,1,0,0,67,0,1,0,0,0,1
1312,106500,12,98750,16,1,1,32,1,0,0,1,0,0,45,1,531077,177188,0,0,0,208,0,1,0,0,110,0,1,0,0,0,1
1313,225100,12,201100,101,1,2,29,1,0,0,1,0,0,83,1,531092,188271,0,0,0,309,0,1,0,0,51,0,0,1,0,0,1
1314,158000,12,63063,101,1,1,44,0,0,0,0,0,1,44,0,531117,177446,0,0,0,208,0,1,0,0,37,0,1,0,0,0,1
1315,150000,12,50000,111,1,2,29,1,0,0,1,0,0,80,1,531128,187422,0,0,0,309,0,1,0,0,55,0,1,0,0,0,1
1316,208000,12,120000,181,1,3,30,1,0,0,1,0,0,120,0,531142,176636,0,0,0,208,0,1,0,0,52,0,1,0,0,0,1
1317,135000,12,85000,91,1,3,33,0,0,0,0,0,1,96,1,531149,192006,0,0,0,308,0,0,0,1,40,0,1,0,0,1,0
1318,104000,12,66000,91,1,1,31,1,0,0,1,0,0,55,1,531157,181959,1,1,0,202,0,1,0,0,179,0,1,0,0,0,1
1319,350000,13,240000,91,2,3,39,1,0,0,1,0,0,179,0,531167,188085,0,0,0,309,0,1,0,0,45,0,1,0,0,0,1
1320,135000,12,121500,91,1,2,29,1,0,0,1,0,0,85,1,531172,172145,0,0,0,208,0,1,0,0,47,0,1,0,0,1,0
1321,140000,12,36000,101,1,3,51,5,0,0,0,1,0,93,0,531173,195517,0,0,0,308,0,1,0,0,13,0,1,0,0,0,1
1322,112000,12,96000,101,1,1,35,1,0,0,1,0,0,38,1,531224,174953,0,0,0,208,0,1,0,0,88,0,1,0,0,0,1
1323,330000,13,74206,111,1,4,33,1,0,0,1,0,0,152,0,531229,187720,0,0,0,309,0,0,0,1,71,0,1,0,0,1,0
1324,98000,11,88200,31,1,2,29,1,0,0,1,0,0,79,1,531243,171384,0,0,0,208,0,1,0,0,35,0,1,0,0,0,1
1325,145000,12,130000,111,1,1,31,1,0,0,1,0,0,70,1,531243,188358,0,0,0,309,0,1,0,0,46,0,1,0,0,0,1
1326,142000,12,124000,101,1,1,31,1,0,0,1,0,0,57,0,531247,174974,0,0,0,208,0,1,0,0,88,0,1,0,0,0,1
1327,265000,12,90000,71,1,3,54,1,0,0,1,0,0,175,0,531262,162213,0,0,0,306,1,0,0,0,8,0,0,1,0,1,0
1328,148000,12,140600,101,1,2,29,1,0,0,1,0,0,64,1,531264,174424,0,0,0,208,0,1,0,0,78,0,1,0,0,0,1
1329,106000,12,90000,51,1,2,31,1,0,0,1,0,0,79,1,531292,164064,1,0,1,306,0,0,0,1,27,0,0,0,1,1,0
1330,129000,12,115000,101,1,2,28,1,0,0,1,0,0,54,1,531298,172793,0,0,0,208,0,1,0,0,39,0,1,0,0,0,1
1331,115000,12,103500,101,1,1,35,1,0,0,1,0,0,55,1,531299,174826,0,0,0,208,0,1,0,0,71,0,1,0,0,0,1
1332,163000,12,133000,101,1,2,31,1,0,0,1,0,0,60,1,531321,187459,0,0,0,309,0,1,0,0,40,0,1,0,0,0,1
1333,249995,12,224995,101,1,3,29,1,0,0,1,0,0,128,0,531324,193650,0,0,0,308,0,0,0,1,34,0,1,0,0,1,0
1334,125000,12,76600,111,1,1,26,1,0,0,1,0,0,60,1,531329,175171,0,0,0,208,0,1,0,0,54,0,1,0,0,0,1
1335,110000,12,104500,101,1,2,25,1,0,0,1,0,0,72,1,531329,188683,0,0,0,309,0,1,0,0,66,0,1,0,0,0,1
1336,152000,12,87000,41,1,1,39,2,1,0,0,0,0,55,1,531356,181919,0,0,0,202,0,1,0,0,47,0,1,0,0,0,1
1337,244000,12,200000,201,1,2,39,1,0,0,1,0,0,90,0,531360,183667,0,0,0,206,0,1,0,0,67,0,1,0,0,0,1
1338,130000,12,117000,101,1,3,32,1,0,0,1,0,0,85,1,531362,188506,0,0,0,309,0,1,0,0,38,0,1,0,0,0,1
1339,219995,12,189000,101,1,3,28,1,0,0,1,0,0,98,1,531370,189457,0,0,0,309,0,0,1,0,57,0,1,0,0,1,0
1340,158500,12,100000,31,1,3,56,1,0,0,1,0,0,75,0,531380,179515,1,1,0,210,0,1,0,0,178,0,1,0,0,0,1
1341,132000,12,95000,101,1,1,30,1,0,0,1,0,0,55,0,531382,193724,0,0,0,308,0,1,0,0,34,0,1,0,0,0,1
1342,155000,12,139500,43,1,2,28,1,0,0,1,0,0,64,1,531388,194411,0,0,0,308,0,1,0,0,18,0,1,0,0,0,1
1343,81500,11,77425,41,1,1,28,2,1,0,0,0,0,51,1,531391,197595,0,0,0,308,0,1,0,0,46,0,1,0,0,0,1
1344,129950,12,104950,13,1,2,36,1,0,0,1,0,0,64,0,531398,171952,0,0,0,208,0,0,0,1,49,0,0,0,1,1,0
1345,125000,12,115250,96,1,2,25,1,0,0,1,0,0,76,1,531408,193173,0,0,0,308,0,1,0,0,47,0,0,0,1,0,1
1346,140000,12,133000,151,1,1,31,1,0,0,1,0,0,42,1,531453,184128,0,0,0,206,0,1,0,0,90,0,1,0,0,0,1
1347,630000,13,400000,71,3,5,36,1,0,0,1,0,0,232,0,531464,195392,0,0,0,308,1,0,0,0,13,1,0,0,0,1,0
1348,229995,12,100000,101,2,4,42,1,0,0,1,0,0,143,0,531475,188782,0,0,0,309,0,0,0,1,60,0,1,0,0,1,0
1349,154000,12,138600,41,1,1,38,1,0,0,1,0,0,46,0,531505,178785,0,0,0,208,0,1,0,0,45,0,0,0,1,0,1
1350,140000,12,100000,17,1,1,33,6,0,1,0,0,0,46,1,531515,184136,0,0,0,206,0,1,0,0,142,0,1,0,0,0,1
1351,119000,12,107000,91,1,2,35,1,0,0,1,0,0,80,1,531521,168566,0,0,0,306,0,0,0,1,57,0,1,0,0,1,0
1352,102878,12,89500,96,1,3,23,1,0,0,1,0,0,70,1,531525,190293,1,1,0,309,0,1,0,0,84,0,1,0,0,0,1
1353,80000,11,65000,12,1,1,33,2,1,0,0,0,0,40,0,531532,161723,0,0,0,306,0,1,0,0,47,0,1,0,0,0,1
1354,120000,12,58500,91,1,1,49,1,0,0,1,0,0,64,0,531536,192845,0,0,0,308,0,1,0,0,43,0,1,0,0,0,1
1355,142000,12,90000,101,1,1,34,1,0,0,1,0,0,55,0,531545,194344,0,0,0,308,0,1,0,0,33,0,0,0,1,0,1
1356,80000,11,76000,101,1,1,39,1,0,0,1,0,0,62,1,531546,187902,0,0,0,309,0,1,0,0,3,0,1,0,0,0,1
1357,135000,12,126880,106,1,1,27,1,0,0,1,0,0,55,1,531554,186206,1,1,0,206,0,1,0,0,19,0,1,0,0,0,1
1358,200000,12,170000,101,1,2,30,1,0,0,1,0,0,94,1,531576,175610,1,1,0,208,0,1,0,0,60,0,1,0,0,0,1
1359,225000,12,125000,19,1,2,44,1,0,0,1,0,0,77,0,531580,182056,1,1,0,206,0,1,0,0,43,0,1,0,0,0,1
1360,81950,11,35000,41,1,2,37,0,0,0,0,0,1,84,1,531581,170579,0,0,0,306,0,1,0,0,17,0,0,1,0,0,1
1361,108000,12,102600,71,1,1,28,1,0,0,1,0,0,60,1,531596,192822,0,0,0,308,0,1,0,0,28,0,1,0,0,0,1
1362,220000,12,154000,101,1,3,34,1,0,0,1,0,0,106,1,531612,178913,0,0,0,210,0,1,0,0,67,0,1,0,0,0,1
1363,136000,12,129200,91,1,3,30,1,0,0,1,0,0,90,1,531622,160927,0,0,0,306,0,0,0,1,43,0,1,0,0,1,0
1364,145000,12,135000,101,1,2,34,1,0,0,1,0,0,70,1,531622,173216,0,0,0,208,0,1,0,0,49,0,1,0,0,0,1
1365,116000,12,86000,98,1,2,29,1,0,0,1,0,0,88,1,531626,168080,0,0,0,306,0,0,0,1,55,0,1,0,0,1,0
1366,199950,12,179950,141,2,2,26,1,0,0,1,0,0,83,1,531629,177158,0,0,0,208,0,1,0,0,51,0,1,0,0,0,1
1367,118000,12,105000,101,1,1,30,1,0,0,1,0,0,63,1,531630,192860,0,0,0,308,0,1,0,0,28,0,1,0,0,0,1
1368,145000,12,130500,71,1,3,30,5,0,0,0,1,0,90,1,531637,191701,0,0,0,308,0,0,0,1,15,0,0,1,0,1,0
1369,105000,12,99750,101,1,2,33,1,0,0,1,0,0,79,1,531664,165198,0,0,0,306,0,0,0,1,19,0,1,0,0,1,0
1370,92500,11,85500,121,1,1,28,1,0,0,1,0,0,80,0,531666,175394,0,0,0,208,0,1,0,0,39,0,1,0,0,1,0
1371,93000,11,24000,71,1,2,31,1,0,0,1,0,0,40,1,531669,165077,0,0,0,306,0,1,0,0,19,0,1,0,0,0,1
1372,94000,11,24000,71,1,2,31,1,0,0,1,0,0,40,1,531669,165077,0,0,0,306,0,1,0,0,19,0,1,0,0,0,1
1373,116000,12,110200,101,1,2,28,1,0,0,1,0,0,62,1,531669,188707,0,0,0,309,0,1,0,0,58,0,1,0,0,0,1
1374,305000,13,210000,121,2,2,29,1,0,0,1,0,0,125,1,531676,182495,1,1,0,206,0,1,0,0,179,0,1,0,0,0,1
1375,249000,12,155000,101,1,3,30,1,0,0,1,0,0,144,0,531678,174652,0,0,0,208,0,1,0,0,47,0,1,0,0,0,1
1376,203000,12,71000,101,1,4,30,1,0,0,1,0,0,150,0,531685,172579,0,0,0,208,0,0,0,1,56,0,1,0,0,1,0
1377,215000,12,84580,111,1,2,29,1,0,0,1,0,0,93,0,531723,174567,0,0,0,208,0,0,0,1,34,0,1,0,0,1,0
1378,122500,12,94500,71,1,1,30,1,0,0,1,0,0,55,1,531737,177985,0,0,0,210,0,1,0,0,148,0,1,0,0,0,1
1379,107500,12,96750,81,1,2,30,1,0,0,1,0,0,75,1,531748,190648,1,1,0,309,0,1,0,0,50,0,1,0,0,0,1
1380,225000,12,115000,96,1,3,26,1,0,0,1,0,0,145,0,531763,176810,0,0,0,208,0,1,0,0,39,0,1,0,0,0,1
1381,440000,13,130000,51,3,5,47,5,0,0,0,1,0,248,0,531768,196297,0,0,0,308,1,0,0,0,24,0,0,0,1,1,0
1382,123000,12,101000,81,1,3,40,1,0,0,1,0,0,93,1,531783,168288,0,0,0,306,0,0,0,1,56,0,1,0,0,1,0
1383,119950,12,50000,71,1,2,46,1,0,0,1,0,0,118,0,531794,164391,0,0,0,306,0,0,1,0,19,0,0,0,1,1,0
1384,104450,12,78000,81,1,2,30,0,0,0,0,0,1,112,0,531811,167410,0,0,0,306,0,0,0,1,53,0,1,0,0,1,0
1385,104950,12,78000,81,1,2,30,0,0,0,0,0,1,112,0,531811,167410,0,0,0,306,0,0,0,1,53,0,1,0,0,1,0
1386,240000,12,120000,111,1,2,59,1,0,0,1,0,0,110,0,531815,185840,0,0,0,206,0,1,0,0,57,0,1,0,0,0,1
1387,335000,13,160000,71,2,4,38,1,0,0,1,0,0,145,0,531815,194946,0,0,0,308,0,0,1,0,14,0,0,1,0,1,0
1388,245000,12,220500,99,2,5,40,5,0,0,0,1,0,172,0,531838,171557,0,0,0,208,0,0,0,1,16,0,0,0,1,1,0
1389,110000,12,99000,101,1,2,32,2,1,0,0,0,0,78,1,531848,188265,0,0,0,309,0,1,0,0,55,0,1,0,0,0,1
1390,85000,11,80750,71,1,2,31,1,0,0,1,0,0,67,1,531851,171129,1,1,0,208,0,1,0,0,37,0,1,0,0,0,1
1391,158000,12,136000,201,1,1,31,1,0,0,1,0,0,53,1,531854,183924,0,0,0,206,0,1,0,0,79,0,1,0,0,0,1
1392,77000,11,69000,71,1,2,26,0,0,0,0,0,1,68,0,531863,166702,0,0,0,306,0,1,0,0,39,0,1,0,0,0,1
1393,129950,12,120000,101,1,2,35,1,0,0,1,0,0,70,1,531865,188737,0,0,0,309,0,1,0,0,63,0,1,0,0,0,1
1394,160000,12,100000,71,1,3,37,1,0,0,1,0,0,84,1,531866,193689,1,1,0,308,0,0,0,1,25,0,1,0,0,1,0
1395,577500,13,80000,171,2,4,33,1,0,0,1,0,0,160,0,531870,183304,0,0,0,206,0,0,0,1,35,0,1,0,0,1,0
1396,102000,12,82000,101,1,2,25,1,0,0,1,0,0,66,1,531871,190022,0,0,0,309,0,1,0,0,48,0,1,0,0,0,1
1397,158500,12,77670,66,1,3,37,1,0,0,1,0,0,92,0,531897,160197,0,0,0,306,0,0,1,0,26,0,0,1,0,1,0
1398,100000,12,88000,31,1,2,27,1,0,0,1,0,0,71,0,531901,163038,0,0,0,306,0,1,0,0,13,0,0,1,0,0,1
1399,177000,12,107000,71,1,4,33,1,0,0,1,0,0,113,0,531917,170046,0,0,0,306,0,0,0,1,21,0,0,1,0,1,0
1400,94000,11,43000,111,1,2,41,1,0,0,1,0,0,89,0,531924,167665,0,0,0,306,0,0,0,1,59,0,1,0,0,1,0
1401,649950,13,160000,151,3,4,38,1,0,0,1,0,0,225,0,531940,183305,0,0,0,206,0,0,0,1,35,0,1,0,0,1,0
1402,115000,12,77000,101,1,1,40,1,0,0,1,0,0,57,1,531954,178445,0,0,0,210,0,1,0,0,110,0,1,0,0,0,1
1403,95000,11,45329,101,1,2,28,1,0,0,1,0,0,76,0,531958,170705,0,0,0,306,0,1,0,0,38,0,1,0,0,0,1
1404,130000,12,77000,101,1,1,30,1,0,0,1,0,0,53,1,531983,178415,0,0,0,210,0,1,0,0,111,0,1,0,0,0,1
1405,155000,12,110000,71,1,3,38,0,0,0,0,0,1,108,1,531983,193167,0,0,0,308,0,0,0,1,32,0,0,1,0,1,0
1406,167000,12,150300,21,2,2,27,1,0,0,1,0,0,73,1,531987,186674,0,0,0,204,0,1,0,0,61,0,0,0,1,0,1
1407,110000,12,104500,16,1,2,36,1,0,0,1,0,0,53,1,532015,196360,0,0,0,308,0,1,0,0,64,0,0,0,1,0,1
1408,56000,11,30000,121,1,1,36,0,0,0,0,0,1,45,0,532016,168743,1,1,0,306,0,1,0,0,45,0,1,0,0,0,1
1409,147000,12,107000,101,1,3,28,1,0,0,1,0,0,100,0,532036,166881,0,0,0,306,0,0,1,0,49,0,1,0,0,1,0
1410,150000,12,142500,111,1,2,26,1,0,0,1,0,0,61,1,532049,187166,0,0,0,204,0,1,0,0,82,0,1,0,0,0,1
1411,225000,12,180000,101,2,4,44,1,0,0,1,0,0,170,0,532063,168342,0,0,0,306,0,0,0,1,56,0,1,0,0,1,0
1412,88500,11,70000,101,1,2,35,1,0,0,1,0,0,82,1,532083,168378,0,0,0,306,0,1,0,0,51,0,1,0,0,0,1
1413,120000,12,50000,101,1,1,23,1,0,0,1,0,0,55,1,532085,173015,0,0,0,208,0,1,0,0,48,0,1,0,0,0,1
1414,99000,12,94000,16,1,2,28,5,0,0,0,1,0,75,1,532088,165851,1,1,0,306,0,0,0,1,15,0,1,0,0,1,0
1415,95000,11,85500,101,1,1,37,1,0,0,1,0,0,40,1,532089,173790,0,0,0,208,0,1,0,0,34,0,1,0,0,0,1
1416,92500,11,62500,31,1,2,44,1,0,0,1,0,0,77,0,532113,170372,1,1,0,306,0,1,0,0,18,0,1,0,0,0,1
1417,217500,12,163125,66,1,3,29,1,0,0,1,0,0,116,0,532124,194088,0,0,0,308,0,0,0,1,14,0,0,0,1,1,0
1418,177500,12,30000,111,2,3,43,1,0,0,1,0,0,103,0,532133,196645,0,0,0,308,0,0,0,1,15,0,1,0,0,1,0
1419,148000,12,140600,151,1,2,26,1,0,0,1,0,0,65,1,532134,172297,0,0,0,208,0,0,0,1,39,0,1,0,0,1,0
1420,199999,12,100000,106,2,2,32,1,0,0,1,0,0,100,0,532142,186707,0,0,0,204,0,1,0,0,82,0,1,0,0,0,1
1421,205000,12,170000,111,1,2,33,1,0,0,1,0,0,97,1,532152,185622,0,0,0,206,0,1,0,0,84,0,1,0,0,0,1
